date,code,close,pctChg,volume,amount
2021-03-31,sh.601009,10.12,15.0,2139756976.0,20926702408.14
2021-04-30,sh.601009,9.17,-9.3874,901159108.0,8583165995.28
2021-01-29,sh.601058,8.8,45.695364,1729198527.0,13983131655.11
2021-02-26,sh.601058,9.26,5.227273,1017396596.0,9993488769.7
2021-03-31,sh.601058,9.03,-2.483801,914812742.0,8491755168.64
2021-04-30,sh.601058,10.13,12.1816,611673535.0,6079293449.87
2021-01-29,sh.603899,94.09,6.244354,76077815.0,7194058745.94
2021-02-26,sh.603899,77.65,-17.472633,93337741.0,8269169806.7
2021-03-31,sh.603899,85.41,9.993561,132031568.0,10051988808.13
2021-04-30,sh.603899,91.4,7.0132,76548155.0,6747113437.08
2021-01-29,sh.601689,43.6,13.453031,314335878.0,14649362366.0
2021-02-26,sh.601689,37.36,-14.311927,163310339.0,6954398726.08
2021-03-31,sh.601689,33.44,-10.492505,258115302.0,8923436881.95
2021-04-30,sh.601689,33.9,1.3756,235473063.0,8150666677.25
2021-01-29,sz.000403,41.0,7.894737,60807097.0,2415397407.56
2021-02-26,sz.000403,37.0,-9.756098,75471311.0,3400079664.26
2021-03-31,sz.000403,36.88,-0.324324,47470751.0,1776567087.02
2021-04-30,sz.000403,37.34,1.2473,35402562.0,1307037103.18
2021-01-29,sz.002541,47.33,29.564741,220911061.0,9856959599.61
2021-02-26,sz.002541,45.53,-3.803085,117503513.0,6024228947.55
2021-03-31,sz.002541,49.27,8.214364,119870357.0,5964159176.44
2021-04-30,sz.002541,55.56,12.7664,95511390.0,5076849811.91
2021-01-29,sh.600050,4.19,-6.053812,4437503018.0,19643152792.74
2021-02-26,sh.600050,4.33,3.341289,1798793203.0,7704816749.0
2021-03-31,sh.600050,4.27,-1.385681,2514979187.0,11113515292.71
