fund_code,period,rank,stock_code,stock_name,pct,shares,mkt_val
000082,2021Q1,1,600036,招商银行,3.81%,25.94,1325.41
000082,2021Q1,2,601318,中国平安,3.77%,16.67,1311.81
000082,2021Q1,3,600519,贵州茅台,2.96%,0.51,1029.41
000082,2021Q1,4,002415,海康威视,2.86%,17.82,996.14
000082,2021Q1,5,000858,五粮液,2.52%,3.28,878.97
000082,2021Q1,6,002142,宁波银行,2.12%,19.02,739.37
000082,2021Q1,7,000776,广发证券,1.93%,42.89,672.09
000082,2021Q1,8,601166,兴业银行,1.84%,26.65,642.05
000082,2021Q1,9,000333,美的集团,1.64%,6.96,572.32
000082,2021Q1,10,000568,泸州老窖,1.57%,2.43,546.8
000082,2020Q1,1,601318,中国平安,4.30%,27.33,2377.03
000082,2020Q1,2,600036,招商银行,3.16%,39.78,1748.22
000082,2020Q1,3,600519,贵州茅台,2.50%,0.69,1383.42
000082,2020Q1,4,601336,新华保险,2.24%,21.39,1239.71
000082,2020Q1,5,002475,立讯精密,2.17%,21.33,1196.83
000082,2020Q1,6,000858,五粮液,2.11%,4.0,1167.4
000082,2020Q1,7,000799,酒鬼酒,1.93%,6.81,1065.77
000082,2020Q1,8,002142,宁波银行,1.89%,29.6,1045.95
000082,2020Q1,9,000333,美的集团,1.88%,10.53,1036.57
000082,2020Q1,10,300750,宁德时代,1.74%,2.74,962.04
000082,2020Q2,1,600036,招商银行,3.26%,44.57,1604.43
000082,2020Q2,2,002475,立讯精密,2.93%,25.23,1441.17
000082,2020Q2,3,601318,中国平安,2.87%,18.53,1412.94
000082,2020Q2,4,601336,新华保险,2.81%,22.29,1383.47
000082,2020Q2,5,600519,贵州茅台,2.18%,0.64,1071.84
000082,2020Q2,6,002142,宁波银行,2.13%,33.2,1045.03
000082,2020Q2,7,600030,中信证券,1.98%,32.47,975.07
000082,2020Q2,8,000858,五粮液,1.77%,3.93,868.53
000082,2020Q2,9,000333,美的集团,1.68%,11.37,825.46
000082,2020Q2,10,601688,华泰证券,1.64%,39.16,803.98
000082,2020Q3,1,601318,中国平安,4.10%,22.45,1602.63
000082,2020Q3,2,600036,招商银行,3.79%,43.95,1481.91
000082,2020Q3,3,600519,贵州茅台,3.37%,0.9,1320.1
000082,2020Q3,4,002475,立讯精密,3.24%,24.73,1269.69
000082,2020Q3,5,601688,华泰证券,2.23%,46.4,872.32
000082,2020Q3,6,601336,新华保险,2.17%,19.18,849.08
000082,2020Q3,7,002142,宁波银行,2.17%,32.32,848.96
000082,2020Q3,8,600276,恒瑞医药,1.84%,7.81,721.04
000082,2020Q3,9,000858,五粮液,1.79%,4.09,699.88
000082,2020Q3,10,600030,中信证券,1.72%,27.93,673.39
000082,2020Q4,1,601318,中国平安,4.47%,30.29,2094.87
000082,2020Q4,2,600036,招商银行,3.73%,54.22,1750.14
000082,2020Q4,3,600519,贵州茅台,3.18%,1.34,1491.41
000082,2020Q4,4,601688,华泰证券,2.34%,63.69,1097.38
000082,2020Q4,5,002475,立讯精密,2.26%,27.75,1058.94
000082,2020Q4,6,601336,新华保险,2.24%,26.33,1047.75
000082,2020Q4,7,600030,中信证券,1.81%,38.33,849.39
000082,2020Q4,8,000651,格力电器,1.81%,16.22,846.68
000082,2020Q4,9,002142,宁波银行,1.74%,35.45,817.4
000082,2020Q4,10,601166,兴业银行,1.57%,46.3,736.66
000309,2021Q1,1,002609,捷顺科技,9.45%,270.7,2471.49
000309,2021Q1,2,601166,兴业银行,9.21%,100.01,2409.24
000309,2021Q1,3,002376,新北洋,9.01%,249.13,2356.79
000309,2021Q1,4,000001,平安银行,8.31%,98.8,2174.59
000309,2021Q1,5,002627,宜昌交运,6.75%,312.5,1765.6
000309,2021Q1,6,002594,比亚迪,5.35%,8.5,1398.34
000309,2021Q1,7,600438,通威股份,5.13%,41.0,1342.34
000309,2021Q1,8,688063,派能科技,3.92%,6.49,1026.28
000309,2021Q1,9,000066,中国长城,3.91%,68.77,1021.92
000309,2021Q1,10,688390,固德威,3.88%,4.9,1013.77
000309,2020Q1,1,002376,新北洋,9.44%,321.89,3032.18
000309,2020Q1,2,002609,捷顺科技,8.92%,308.0,2867.48
000309,2020Q1,3,000001,平安银行,8.53%,141.8,2742.41
000309,2020Q1,4,601166,兴业银行,8.49%,130.81,2730.0
000309,2020Q1,5,000651,格力电器,6.38%,33.08,2048.98
000309,2020Q1,6,002212,天融信,6.00%,91.82,1929.15
000309,2020Q1,7,002627,宜昌交运,5.68%,344.59,1826.3
000309,2020Q1,8,603259,药明康德,4.88%,11.65,1569.49
000309,2020Q1,9,600872,中炬高新,4.47%,21.53,1434.97
000309,2020Q1,10,002241,歌尔股份,3.83%,33.0,1231.56
000309,2020Q2,1,002594,比亚迪,9.07%,23.9,2777.8
000309,2020Q2,2,002376,新北洋,8.99%,275.89,2753.36
000309,2020Q2,3,002609,捷顺科技,8.93%,220.7,2736.68
000309,2020Q2,4,002460,赣锋锂业,8.84%,50.0,2709.5
000309,2020Q2,5,002627,宜昌交运,8.45%,398.51,2590.29
000309,2020Q2,6,600438,通威股份,7.47%,86.05,2287.21
000309,2020Q2,7,002212,天融信,6.81%,90.82,2087.06
000309,2020Q2,8,300750,宁德时代,5.51%,8.07,1688.24
000309,2020Q2,9,603259,药明康德,3.85%,11.62,1179.43
000309,2020Q2,10,600030,中信证券,3.53%,36.0,1081.08
000309,2020Q3,1,002609,捷顺科技,9.48%,274.95,3505.61
000309,2020Q3,2,002376,新北洋,9.12%,331.13,3374.19
000309,2020Q3,3,002627,宜昌交运,7.39%,480.66,2734.94
000309,2020Q3,4,002594,比亚迪,6.91%,35.6,2555.87
000309,2020Q3,5,000063,中兴通讯,5.93%,54.64,2192.7
000309,2020Q3,6,002212,天融信,5.71%,79.53,2113.89
000309,2020Q3,7,002460,赣锋锂业,5.65%,39.0,2089.23
000309,2020Q3,8,600438,通威股份,5.34%,113.65,1975.24
000309,2020Q3,9,300750,宁德时代,5.22%,11.07,1930.17
000309,2020Q3,10,300078,思创医惠,4.14%,113.08,1529.97
000309,2020Q4,1,002376,新北洋,9.01%,282.54,3071.18
000309,2020Q4,2,002627,宜昌交运,8.48%,323.66,2890.32
000309,2020Q4,3,002609,捷顺科技,7.38%,251.85,2515.98
000309,2020Q4,4,002594,比亚迪,6.90%,39.23,2352.45
000309,2020Q4,5,600030,中信证券,6.44%,98.94,2192.51
000309,2020Q4,6,000063,中兴通讯,6.38%,50.8,2174.24
000309,2020Q4,7,300078,思创医惠,5.96%,179.7,2030.61
000309,2020Q4,8,002212,天融信,3.99%,58.95,1360.55
000309,2020Q4,9,600276,恒瑞医药,3.41%,12.63,1162.34
000309,2020Q4,10,002695,煌上煌,3.24%,50.03,1104.66
000326,2021Q1,1,600741,华域汽车,4.10%,29.8,821.59
000326,2021Q1,2,000860,顺鑫农业,2.92%,12.44,583.72
000326,2021Q1,3,601009,南京银行,2.91%,57.51,582.0
000326,2021Q1,4,603517,绝味食品,2.70%,7.03,541.31
000326,2021Q1,5,000671,阳光城,2.62%,86.29,524.66
000326,2021Q1,6,600346,恒力石化,2.59%,17.69,518.85
000326,2021Q1,7,603259,药明康德,2.19%,3.12,437.42
000326,2021Q1,8,600570,恒生电子,2.03%,4.84,406.29
000326,2021Q1,9,002459,晶澳科技,1.98%,13.74,396.81
000326,2021Q1,10,600779,水井坊,1.96%,5.49,392.7
000326,2020Q1,1,600779,水井坊,3.25%,8.83,733.07
000326,2020Q1,2,601128,常熟银行,3.14%,96.11,709.29
000326,2020Q1,3,002127,南极电商,2.96%,48.78,667.31
000326,2020Q1,4,000671,阳光城,2.49%,86.29,562.63
000326,2020Q1,5,002979,雷赛智能,2.26%,11.5,509.91
000326,2020Q1,6,603517,绝味食品,2.12%,6.17,478.42
000326,2020Q1,7,300558,贝达药业,2.11%,4.44,476.72
000326,2020Q1,8,000998,隆平高科,2.08%,23.74,470.29
000326,2020Q1,9,603658,安图生物,2.05%,3.19,463.12
000326,2020Q1,10,000961,中南建设,2.02%,51.77,457.13
000326,2020Q2,1,600779,水井坊,2.58%,8.71,561.8
000326,2020Q2,2,000860,顺鑫农业,2.51%,9.09,546.75
000326,2020Q2,3,002127,南极电商,2.44%,30.78,531.26
000326,2020Q2,4,603866,桃李面包,2.15%,7.87,469.2
000326,2020Q2,5,002299,圣农发展,2.09%,20.85,456.2
000326,2020Q2,6,000961,中南建设,2.09%,49.61,454.92
000326,2020Q2,7,601607,上海医药,2.08%,22.28,452.51
000326,2020Q2,8,000998,隆平高科,2.07%,24.69,452.07
000326,2020Q2,9,600176,中国巨石,2.03%,30.65,442.59
000326,2020Q2,10,000513,丽珠集团,2.02%,8.96,440.92
000326,2020Q3,1,600176,中国巨石,3.61%,65.02,594.93
000326,2020Q3,2,603589,口子窖,3.29%,10.65,542.09
000326,2020Q3,3,002597,金禾实业,3.17%,22.74,522.42
000326,2020Q3,4,002299,圣农发展,2.48%,14.08,408.32
000326,2020Q3,5,601607,上海医药,2.38%,21.31,391.68
000326,2020Q3,6,002459,晶澳科技,2.34%,20.48,384.61
000326,2020Q3,7,000998,隆平高科,2.19%,21.65,360.47
000326,2020Q3,8,002867,周大生,2.13%,15.8,350.29
000326,2020Q3,9,603232,格尔软件,2.08%,11.12,342.58
000326,2020Q3,10,000028,国药一致,1.99%,7.28,327.67
000326,2020Q4,1,601577,长沙银行,3.82%,68.38,528.58
000326,2020Q4,2,601838,成都银行,3.72%,68.38,514.9
000326,2020Q4,3,600176,中国巨石,3.72%,65.02,513.66
000326,2020Q4,4,002597,金禾实业,3.33%,22.74,460.33
000326,2020Q4,5,600068,葛洲坝,3.30%,65.33,456.0
000326,2020Q4,6,603589,口子窖,3.19%,10.65,440.48
000326,2020Q4,7,000998,隆平高科,2.84%,21.65,392.3
000326,2020Q4,8,000028,国药一致,2.71%,9.38,374.73
000326,2020Q4,9,600511,国药股份,2.30%,11.26,318.33
000326,2020Q4,10,601997,贵阳银行,2.04%,36.78,281.73
000409,2021Q1,1,300750,宁德时代,9.20%,39.57,12749.72
000409,2021Q1,2,601012,隆基股份,7.73%,121.78,10716.98
000409,2021Q1,3,300014,亿纬锂能,6.04%,111.51,8379.77
000409,2021Q1,4,600900,长江电力,4.78%,309.21,6629.46
000409,2021Q1,5,603801,志邦家居,4.01%,96.45,5564.94
000409,2021Q1,6,300450,先导智能,3.57%,62.65,4948.93
000409,2021Q1,7,300124,汇川技术,3.47%,56.23,4808.23
000409,2021Q1,8,603659,璞泰来,3.27%,47.68,4529.6
000409,2021Q1,9,300073,当升科技,3.16%,92.6,4386.64
000409,2021Q1,10,002415,海康威视,3.08%,76.43,4272.44
000409,2020Q1,1,300750,宁德时代,8.09%,26.43,9280.4
000409,2020Q1,2,002475,立讯精密,6.59%,134.69,7558.75
000409,2020Q1,3,300014,亿纬锂能,5.49%,77.22,6293.81
000409,2020Q1,4,300124,汇川技术,5.17%,63.55,5929.22
000409,2020Q1,5,300037,新宙邦,4.74%,53.59,5434.03
000409,2020Q1,6,300073,当升科技,4.28%,75.75,4912.39
000409,2020Q1,7,601012,隆基股份,4.00%,49.71,4583.51
000409,2020Q1,8,002979,雷赛智能,2.99%,77.44,3433.69
000409,2020Q1,9,300450,先导智能,2.80%,38.19,3207.8
000409,2020Q1,10,002851,麦格米特,2.77%,93.35,3179.51
000409,2020Q2,1,603686,龙马环卫,6.22%,141.82,3169.68
000409,2020Q2,2,300750,宁德时代,5.47%,13.32,2786.88
000409,2020Q2,3,300124,汇川技术,4.98%,43.79,2535.44
000409,2020Q2,4,002475,立讯精密,4.90%,43.71,2497.04
000409,2020Q2,5,300014,亿纬锂能,4.35%,44.82,2218.82
000409,2020Q2,6,601012,隆基股份,4.10%,27.82,2086.98
000409,2020Q2,7,600438,通威股份,3.46%,66.24,1760.66
000409,2020Q2,8,002594,比亚迪,3.45%,15.12,1757.55
000409,2020Q2,9,600323,瀚蓝环境,2.70%,49.16,1376.34
000409,2020Q2,10,002050,三花智控,2.45%,56.14,1246.31
000409,2020Q3,1,002475,立讯精密,6.06%,36.08,1852.61
000409,2020Q3,2,300750,宁德时代,5.45%,9.54,1663.67
000409,2020Q3,3,603686,龙马环卫,4.94%,61.87,1507.77
000409,2020Q3,4,002616,长青集团,4.84%,130.31,1479.03
000409,2020Q3,5,300014,亿纬锂能,3.79%,24.17,1156.76
000409,2020Q3,6,600323,瀚蓝环境,3.28%,45.8,1001.99
000409,2020Q3,7,600406,国电南瑞,3.26%,49.22,996.73
000409,2020Q3,8,600438,通威股份,2.87%,50.47,877.17
000409,2020Q3,9,300124,汇川技术,2.75%,22.13,840.72
000409,2020Q3,10,601012,隆基股份,2.56%,19.22,782.94
000409,2020Q4,1,002616,长青集团,5.22%,147.97,1194.13
000409,2020Q4,2,600406,国电南瑞,4.70%,54.36,1073.63
000409,2020Q4,3,300750,宁德时代,4.63%,8.79,1058.42
000409,2020Q4,4,002475,立讯精密,4.47%,26.76,1021.28
000409,2020Q4,5,300014,亿纬锂能,3.64%,14.33,832.72
000409,2020Q4,6,600323,瀚蓝环境,3.64%,41.65,831.23
000409,2020Q4,7,603686,龙马环卫,3.33%,55.16,760.66
000409,2020Q4,8,601012,隆基股份,2.86%,26.27,652.61
000409,2020Q4,9,600438,通威股份,2.70%,53.12,616.72
000409,2020Q4,10,300124,汇川技术,2.23%,19.71,509.5
000411,2021Q1,1,600519,贵州茅台,5.10%,0.11,220.99
000411,2021Q1,2,601318,中国平安,4.42%,2.43,191.33
000411,2021Q1,3,600036,招商银行,3.85%,3.26,166.59
000411,2021Q1,4,002736,国信证券,2.60%,9.43,112.78
000411,2021Q1,5,601328,交通银行,2.59%,22.64,112.07
000411,2021Q1,6,600809,山西汾酒,2.46%,0.32,106.5
000411,2021Q1,7,600309,万华化学,2.36%,0.97,102.43
000411,2021Q1,8,600000,浦发银行,2.26%,8.92,98.03
000411,2021Q1,9,601888,中国中免,2.19%,0.31,94.88
000411,2021Q1,10,000333,美的集团,2.15%,1.13,92.92
000411,2020Q1,1,600519,贵州茅台,4.82%,0.11,219.78
000411,2020Q1,2,600036,招商银行,4.80%,4.98,218.87
000411,2020Q1,3,601318,中国平安,4.60%,2.41,209.72
000411,2020Q1,4,601166,兴业银行,3.76%,8.22,171.55
000411,2020Q1,5,000001,平安银行,3.12%,7.35,142.15
000411,2020Q1,6,000858,五粮液,3.07%,0.48,140.09
000411,2020Q1,7,000333,美的集团,2.85%,1.32,129.94
000411,2020Q1,8,300059,东方财富,2.49%,3.66,113.4
000411,2020Q1,9,601211,国泰君安,2.38%,6.19,108.51
000411,2020Q1,10,600887,伊利股份,2.28%,2.34,103.83
000411,2020Q2,1,600519,贵州茅台,5.18%,0.14,233.59
000411,2020Q2,2,601318,中国平安,3.98%,2.35,179.29
000411,2020Q2,3,600919,江苏银行,3.15%,23.32,141.79
000411,2020Q2,4,600030,中信证券,2.96%,4.44,133.33
000411,2020Q2,5,600887,伊利股份,2.92%,3.42,131.67
000411,2020Q2,6,000333,美的集团,2.85%,1.77,128.5
000411,2020Q2,7,601211,国泰君安,2.77%,6.84,124.76
000411,2020Q2,8,300760,迈瑞医疗,2.55%,0.33,114.84
000411,2020Q2,9,601618,中国中冶,2.25%,38.34,101.6
000411,2020Q2,10,601688,华泰证券,2.20%,4.83,99.16
000411,2020Q3,1,600519,贵州茅台,5.40%,0.16,234.06
000411,2020Q3,2,601601,中国太保,3.20%,5.09,138.7
000411,2020Q3,3,601336,新华保险,3.11%,3.05,135.05
000411,2020Q3,4,601009,南京银行,2.88%,17.06,125.05
000411,2020Q3,5,601318,中国平安,2.82%,1.71,122.17
000411,2020Q3,6,600030,中信证券,2.73%,4.92,118.62
000411,2020Q3,7,600655,豫园股份,2.67%,13.07,115.8
000411,2020Q3,8,601818,光大银行,2.49%,30.19,108.08
000411,2020Q3,9,600926,杭州银行,2.48%,12.04,107.4
000411,2020Q3,10,601688,华泰证券,2.18%,5.04,94.75
000411,2020Q4,1,601318,中国平安,6.10%,7.35,508.48
000411,2020Q4,2,600276,恒瑞医药,3.94%,3.57,328.55
000411,2020Q4,3,601818,光大银行,3.02%,69.77,251.87
000411,2020Q4,4,601009,南京银行,2.93%,33.66,244.04
000411,2020Q4,5,600919,江苏银行,2.87%,39.87,239.62
000411,2020Q4,6,601688,华泰证券,2.84%,13.74,236.74
000411,2020Q4,7,601377,兴业证券,2.58%,34.46,215.38
000411,2020Q4,8,601186,中国铁建,2.45%,20.77,204.17
000411,2020Q4,9,600036,招商银行,2.40%,6.2,200.14
000411,2020Q4,10,600031,三一重工,2.06%,9.94,171.96
000418,2021Q1,1,000858,五粮液,4.65%,5.98,1602.52
000418,2021Q1,2,601658,邮储银行,4.48%,262.99,1543.75
000418,2021Q1,3,600176,中国巨石,4.30%,77.03,1479.01
000418,2021Q1,4,000333,美的集团,4.15%,17.36,1427.51
000418,2021Q1,5,600660,福耀玻璃,3.99%,29.84,1375.03
000418,2021Q1,6,600519,贵州茅台,3.91%,0.67,1346.03
000418,2021Q1,7,603806,福斯特,3.53%,14.15,1215.63
000418,2021Q1,8,688029,南微医学,3.48%,6.49,1199.74
000418,2021Q1,9,300760,迈瑞医疗,3.18%,2.74,1093.56
000418,2021Q1,10,002475,立讯精密,3.13%,31.9,1079.25
000418,2020Q1,1,600176,中国巨石,7.78%,158.41,3161.9
000418,2020Q1,2,000333,美的集团,7.41%,30.57,3009.31
000418,2020Q1,3,300059,东方财富,7.18%,94.16,2919.05
000418,2020Q1,4,000858,五粮液,5.73%,7.98,2328.96
000418,2020Q1,5,002475,立讯精密,5.57%,40.3,2261.77
000418,2020Q1,6,600660,福耀玻璃,4.39%,37.1,1782.66
000418,2020Q1,7,300760,迈瑞医疗,3.86%,3.68,1567.68
000418,2020Q1,8,601318,中国平安,3.44%,16.07,1397.77
000418,2020Q1,9,603806,福斯特,2.97%,14.15,1208.41
000418,2020Q1,10,603882,金域医学,2.54%,8.04,1030.08
000418,2020Q2,1,300059,东方财富,6.35%,110.97,2662.12
000418,2020Q2,2,002475,立讯精密,5.49%,40.3,2302.47
000418,2020Q2,3,600176,中国巨石,5.45%,158.41,2287.47
000418,2020Q2,4,000333,美的集团,5.29%,30.57,2219.38
000418,2020Q2,5,000858,五粮液,3.97%,7.53,1664.13
000418,2020Q2,6,002271,东方雨虹,3.07%,23.87,1286.59
000418,2020Q2,7,300760,迈瑞医疗,3.05%,3.68,1280.64
000418,2020Q2,8,601318,中国平安,2.92%,16.07,1225.5
000418,2020Q2,9,603806,福斯特,2.91%,16.69,1219.87
000418,2020Q2,10,600660,福耀玻璃,2.86%,37.1,1201.67
000418,2020Q3,1,300059,东方财富,6.73%,128.44,2594.41
000418,2020Q3,2,300037,新宙邦,5.78%,40.47,2228.28
000418,2020Q3,3,002475,立讯精密,5.37%,40.3,2069.52
000418,2020Q3,4,600131,国网信通,4.81%,97.63,1852.04
000418,2020Q3,5,603019,中科曙光,4.73%,47.51,1824.23
000418,2020Q3,6,000063,中兴通讯,4.14%,39.79,1596.85
000418,2020Q3,7,000401,冀东水泥,4.14%,99.55,1596.71
000418,2020Q3,8,300737,科顺股份,3.62%,70.64,1393.66
000418,2020Q3,9,002824,和胜股份,3.47%,47.6,1338.51
000418,2020Q3,10,600459,贵研铂业,3.43%,44.3,1320.64
000418,2020Q4,1,000063,中兴通讯,4.71%,39.79,1703.1
000418,2020Q4,2,300347,泰格医药,4.61%,26.04,1667.86
000418,2020Q4,3,002212,天融信,4.52%,70.88,1635.87
000418,2020Q4,4,603019,中科曙光,4.48%,37.14,1622.08
000418,2020Q4,5,000538,云南白药,4.43%,18.73,1602.35
000418,2020Q4,6,600131,国网信通,4.33%,87.5,1568.88
000418,2020Q4,7,002544,杰赛科技,4.22%,108.38,1529.17
000418,2020Q4,8,000401,冀东水泥,3.28%,60.61,1188.47
000418,2020Q4,9,002475,立讯精密,3.27%,31.0,1183.06
000418,2020Q4,10,300115,长盈精密,3.15%,60.43,1139.74
000457,2021Q1,1,603008,喜临门,9.94%,642.33,16963.91
000457,2021Q1,2,002236,大华股份,8.12%,561.82,13860.19
000457,2021Q1,3,002043,兔宝宝,7.97%,1257.98,13611.38
000457,2021Q1,4,002572,索菲亚,7.63%,395.22,13014.6
000457,2021Q1,5,002614,奥佳华,5.71%,564.8,9742.79
000457,2021Q1,6,300433,蓝思科技,3.01%,196.92,5145.63
000457,2021Q1,7,002739,万达电影,2.97%,278.28,5075.83
000457,2021Q1,8,002384,东山精密,2.18%,203.25,3723.47
000457,2021Q1,9,603606,东方电缆,2.13%,154.6,3628.39
000457,2021Q1,10,002293,罗莱生活,2.12%,267.23,3615.64
000457,2020Q1,1,002236,大华股份,9.78%,810.46,16120.02
000457,2020Q1,2,603008,喜临门,9.29%,792.79,15316.76
000457,2020Q1,3,002572,索菲亚,8.62%,548.76,14212.8
000457,2020Q1,4,002043,兔宝宝,6.84%,1257.98,11284.11
000457,2020Q1,5,601318,中国平安,3.59%,68.05,5918.55
000457,2020Q1,6,002739,万达电影,3.05%,278.28,5031.31
000457,2020Q1,7,002384,东山精密,2.43%,154.36,4013.36
000457,2020Q1,8,002614,奥佳华,2.41%,295.14,3969.62
000457,2020Q1,9,300433,蓝思科技,2.09%,112.58,3445.99
000457,2020Q1,10,002035,华帝股份,2.04%,381.6,3369.5
000457,2020Q2,1,002236,大华股份,9.14%,835.02,17118.0
000457,2020Q2,2,002572,索菲亚,7.72%,548.76,14465.22
000457,2020Q2,3,601012,隆基股份,6.61%,165.07,12382.13
000457,2020Q2,4,300146,汤臣倍健,6.53%,582.15,12231.01
000457,2020Q2,5,600031,三一重工,5.27%,396.84,9877.4
000457,2020Q2,6,002001,新和成,3.78%,237.83,7084.88
000457,2020Q2,7,300014,亿纬锂能,3.15%,119.17,5899.03
000457,2020Q2,8,603008,喜临门,3.09%,455.92,5790.23
000457,2020Q2,9,600438,通威股份,2.93%,206.77,5495.9
000457,2020Q2,10,300136,信维通信,2.70%,92.7,5052.98
000457,2020Q3,1,601012,隆基股份,8.52%,488.55,19898.53
000457,2020Q3,2,002236,大华股份,7.02%,853.04,16386.95
000457,2020Q3,3,002572,索菲亚,5.68%,548.76,13263.45
000457,2020Q3,4,300146,汤臣倍健,4.91%,582.15,11462.57
000457,2020Q3,5,600031,三一重工,4.89%,609.05,11425.69
000457,2020Q3,6,002475,立讯精密,4.67%,212.43,10908.44
000457,2020Q3,7,300014,亿纬锂能,3.98%,194.32,9298.21
000457,2020Q3,8,300750,宁德时代,3.47%,46.47,8102.6
000457,2020Q3,9,002001,新和成,3.24%,260.15,7570.26
000457,2020Q3,10,300136,信维通信,2.74%,120.89,6409.59
000457,2020Q4,1,002236,大华股份,8.89%,1260.19,20377.2
000457,2020Q4,2,002572,索菲亚,5.90%,751.78,13516.94
000457,2020Q4,3,600031,三一重工,4.60%,609.05,10536.49
000457,2020Q4,4,600383,金地集团,4.53%,737.31,10388.66
000457,2020Q4,5,002714,牧原股份,4.39%,82.22,10047.73
000457,2020Q4,6,601012,隆基股份,4.32%,398.08,9888.39
000457,2020Q4,7,300146,汤臣倍健,4.27%,582.15,9774.33
000457,2020Q4,8,601318,中国平安,3.99%,132.12,9138.66
000457,2020Q4,9,000661,长春高新,3.96%,16.58,9083.87
000457,2020Q4,10,600030,中信证券,3.53%,364.71,8081.95
000471,2021Q1,1,600887,伊利股份,6.88%,122.63,4908.95
000471,2021Q1,2,300470,中密控股,4.82%,73.57,3441.7
000471,2021Q1,3,600754,锦江酒店,4.18%,53.7,2980.37
000471,2021Q1,4,000651,格力电器,3.93%,44.71,2803.32
000471,2021Q1,5,601318,中国平安,3.78%,34.25,2695.48
000471,2021Q1,6,002142,宁波银行,3.74%,68.6,2667.28
000471,2021Q1,7,002415,海康威视,3.28%,41.86,2340.0
000471,2021Q1,8,601166,兴业银行,3.20%,94.82,2284.21
000471,2021Q1,9,603866,桃李面包,3.12%,46.56,2226.26
000471,2021Q1,10,002851,麦格米特,3.07%,66.94,2190.95
000471,2020Q1,1,600887,伊利股份,8.00%,152.14,6750.53
000471,2020Q1,2,300470,中密控股,5.97%,105.96,5043.79
000471,2020Q1,3,601318,中国平安,4.72%,45.84,3987.16
000471,2020Q1,4,002142,宁波银行,3.82%,91.33,3227.71
000471,2020Q1,5,002415,海康威视,3.67%,63.79,3094.48
000471,2020Q1,6,601166,兴业银行,3.67%,148.27,3094.39
000471,2020Q1,7,603866,桃李面包,3.62%,51.78,3059.9
000471,2020Q1,8,600754,锦江酒店,3.50%,57.36,2955.78
000471,2020Q1,9,600690,海尔智家,3.30%,95.38,2786.05
000471,2020Q1,10,002311,海大集团,3.28%,42.34,2773.18
000471,2020Q2,1,600887,伊利股份,6.65%,150.51,5794.7
000471,2020Q2,2,300470,中密控股,6.02%,109.51,5241.24
000471,2020Q2,3,002311,海大集团,4.34%,61.61,3778.46
000471,2020Q2,4,002142,宁波银行,3.72%,102.77,3235.29
000471,2020Q2,5,603866,桃李面包,3.67%,54.7,3193.76
000471,2020Q2,6,600690,海尔智家,3.47%,138.58,3023.82
000471,2020Q2,7,600754,锦江酒店,3.41%,72.73,2965.21
000471,2020Q2,8,300144,宋城演艺,3.23%,154.04,2809.62
000471,2020Q2,9,603882,金域医学,3.22%,27.4,2802.76
000471,2020Q2,10,601318,中国平安,2.91%,33.28,2537.93
000471,2020Q3,1,002311,海大集团,6.84%,135.1,6429.45
000471,2020Q3,2,600887,伊利股份,4.94%,149.16,4643.4
000471,2020Q3,3,300470,中密控股,4.03%,120.29,3789.2
000471,2020Q3,4,300285,国瓷材料,3.99%,112.03,3754.07
000471,2020Q3,5,603882,金域医学,3.92%,41.12,3680.49
000471,2020Q3,6,002142,宁波银行,3.88%,138.65,3642.25
000471,2020Q3,7,601888,中国中免,3.54%,21.62,3330.13
000471,2020Q3,8,002415,海康威视,3.43%,106.35,3227.74
000471,2020Q3,9,603883,老百姓,3.27%,30.73,3074.23
000471,2020Q3,10,300760,迈瑞医疗,3.27%,10.04,3069.23
000471,2020Q4,1,002311,海大集团,8.58%,180.19,7243.67
000471,2020Q4,2,600887,伊利股份,5.73%,162.07,4839.46
000471,2020Q4,3,603899,晨光文具,5.21%,95.04,4400.25
000471,2020Q4,4,603882,金域医学,4.79%,71.85,4044.59
000471,2020Q4,5,300470,中密控股,4.43%,147.62,3737.79
000471,2020Q4,6,600529,山东药玻,3.87%,97.16,3262.77
000471,2020Q4,7,002142,宁波银行,3.79%,138.65,3197.19
000471,2020Q4,8,603883,老百姓,3.61%,39.12,3047.45
000471,2020Q4,9,300285,国瓷材料,3.53%,142.6,2983.16
000471,2020Q4,10,300144,宋城演艺,3.30%,111.65,2788.91
000513,2021Q1,1,300285,国瓷材料,5.26%,198.5,8428.17
000513,2021Q1,2,002271,东方雨虹,5.17%,161.77,8275.9
000513,2021Q1,3,603501,韦尔股份,4.99%,31.29,7995.62
000513,2021Q1,4,600519,贵州茅台,4.83%,3.85,7734.65
000513,2021Q1,5,600031,三一重工,4.59%,215.18,7348.25
000513,2021Q1,6,002142,宁波银行,3.95%,162.77,6328.5
000513,2021Q1,7,688202,美迪西,3.27%,17.0,5241.87
000513,2021Q1,8,600827,百联股份,3.18%,286.58,5095.43
000513,2021Q1,9,688002,睿创微纳,3.10%,55.97,4964.82
000513,2021Q1,10,601318,中国平安,3.04%,61.94,4874.68
000513,2020Q1,1,600031,三一重工,5.18%,256.49,8971.86
000513,2020Q1,2,600519,贵州茅台,5.18%,4.49,8971.02
000513,2020Q1,3,002271,东方雨虹,5.10%,227.66,8833.21
000513,2020Q1,4,300285,国瓷材料,5.02%,192.55,8685.78
000513,2020Q1,5,603501,韦尔股份,4.44%,33.76,7693.48
000513,2020Q1,6,002142,宁波银行,4.04%,197.7,6986.72
