,fund_code,short_name,name,fund_type,full_name
4801,006300,HBBFGDJZQA,华宝宝丰高等级债券A,债券型,HUABAOBAOFENGGAODENGJIZHAIQUANA
4802,006301,HBBFGDJZQC,华宝宝丰高等级债券C,债券型,HUABAOBAOFENGGAODENGJIZHAIQUANC
4803,006302,YHHYLDHH,银华行业轮动混合,混合型,YINHUAHANGYELUNDONGHUNHE
4804,006303,ZYYLYNDKFOF,中银养老一年定开(FOF),混合-FOF,ZHONGYINYANGLAOYINIANDINGKAIFOF
4805,006304,ZJYXCZZQ,中加颐鑫纯债债券,债券型,ZHONGJIAYIXINCHUNZHAIZHAIQUAN
4806,006305,YHZHYL2035HHFOF,银华尊和养老2035混合(FOF),混合-FOF,YINHUAZUNHEYANGLAO2035HUNHEFOF
4807,006306,TDHLTHPHYLFOF,泰达宏利泰和平衡养老(FOF),混合-FOF,TAIDAHONGLITAIHEPINGHENGYANGLAOFOF
4808,006307,JSYL2040HHFOF,嘉实养老2040混合(FOF),混合-FOF,JIASHIYANGLAO2040HUNHEFOF
4809,006308,HTFQQXFHHRMBA,汇添富全球消费混合人民币A,QDII,HUITIANFUQUANQIUXIAOFEIHUNHERENMINBIA
4810,006309,HTFQQXFHHRMBC,汇添富全球消费混合人民币C,QDII,HUITIANFUQUANQIUXIAOFEIHUNHERENMINBIC
4811,006310,HTFQQXFHHMYXH,汇添富全球消费混合美元现汇,QDII,HUITIANFUQUANQIUXIAOFEIHUNHEMEIYUANXIANHUI
4812,006313,HYHXJXHHA,恒越核心精选混合A(后端),混合型,HENGYUEHEXINJINGXUANHUNHEA
4813,006314,ZRCLYXHHA,中融策略优选混合A,混合型,ZHONGRONGCELUEYOUXUANHUNHEA
4814,006315,ZRCLYXHHC,中融策略优选混合C,混合型,ZHONGRONGCELUEYOUXUANHUNHEC
4815,006316,PAHCCZZQ,平安惠诚纯债债券,债券型,PINGANHUICHENGCHUNZHAIZHAIQUAN
4816,006319,YFDARDZA,易方达安瑞短债A,债券型,YIFANGDAANRUIDUANZHAIA
4817,006320,YFDARDZC,易方达安瑞短债C,债券型,YIFANGDAANRUIDUANZHAIC
4818,006321,ZOYJYL2035FOFA,中欧预见养老2035(FOF)A,混合-FOF,ZHONGOUYUJIANYANGLAO2035FOFA
4819,006322,ZOYJYL2035FOFC,中欧预见养老2035(FOF)C,混合-FOF,ZHONGOUYUJIANYANGLAO2035FOFC
4820,006323,HXZYJXHHA,合煦智远嘉选混合A,混合型,HEXUZHIYUANJIAXUANHUNHEA
4821,006324,HXZYJXHHC,合煦智远嘉选混合C,混合型,HEXUZHIYUANJIAXUANHUNHEC
4822,006325,ZSTR3GYDKZA,招商添荣3个月定开债A,定开债券,ZHAOSHANGTIANRONG3GEYUEDINGKAIZHAIA
4823,006326,ZSTR3GYDKZC,招商添荣3个月定开债C,定开债券,ZHAOSHANGTIANRONG3GEYUEDINGKAIZHAIC
4824,006327,YFDZZHWLJRMBA,易方达中证海外联接人民币A,QDII-指数,YIFANGDAZHONGZHENGHAIWAILIANJIERENMINBIA
4825,006328,YFDZZHWLJRMBC,易方达中证海外联接人民币C,QDII-指数,YIFANGDAZHONGZHENGHAIWAILIANJIERENMINBIC
4826,006329,YFDZZHWLJMYA,易方达中证海外联接美元A,QDII-指数,YIFANGDAZHONGZHENGHAIWAILIANJIEMEIYUANA
4827,006330,YFDZZHWLJMYC,易方达中证海外联接美元C,QDII-指数,YIFANGDAZHONGZHENGHAIWAILIANJIEMEIYUANC
4828,006331,ZYGYQYZC,中银国有企业债C,债券型,ZHONGYINGUOYOUQIYEZHAIC
4829,006332,ZSJHZQA,招商金鸿债券A,债券型,ZHAOSHANGJINHONGZHAIQUANA
4830,006333,ZSJHZQC,招商金鸿债券C,债券型,ZHAOSHANGJINHONGZHAIQUANC
4831,006336,HDLHJXHH,泓德量化精选混合,混合型,HONGDELIANGHUAJINGXUANHUNHE
4832,006337,HAAPZQA,华安安浦债券A,债券型,HUAANANPUZHAIQUANA
4833,006338,HAAPZQC,华安安浦债券C,债券型,HUAANANPUZHAIQUANC
4834,006339,YHMSCIZGAGLJA,银华MSCI中国A股联接A,联接基金,YINHUAMSCIZHONGGUOAGULIANJIEA
4835,006340,GTMAZYCZC,国泰民安增益纯债C,债券型,GUOTAIMINANZENGYICHUNZHAIC
4836,006341,ZJMSCIZLA,中金MSCI质量A,股票指数,ZHONGJINMSCIZHILIANGA
4837,006342,ZJMSCIZLC,中金MSCI质量C,股票指数,ZHONGJINMSCIZHILIANGC
4838,006343,ZJMSCIDBDA,中金MSCI低波动A,股票指数,ZHONGJINMSCIDIBODONGA
4839,006344,ZJMSCIDBDC,中金MSCI低波动C,股票指数,ZHONGJINMSCIDIBODONGC
4840,006345,JSCCJYLNDKHH,景顺长城集英两年定开混合,混合型,JINGSHUNCHANGCHENGJIYINGLIANGNIANDINGKAIHUNHE
4841,006346,AXLHYXGPA,安信量化优选股票A,股票型,ANXINLIANGHUAYOUXUANGUPIAOA
4842,006347,AXLHYXGPC,安信量化优选股票C,股票型,ANXINLIANGHUAYOUXUANGUPIAOC
4843,006348,YHSLHHFQS,银华盛利混合发起式,混合型,YINHUASHENGLIHUNHEFAQISHI
4844,006349,ZJMSCIZGAGJZZSA,中金MSCI中国A股价值指数A,股票指数,ZHONGJINMSCIZHONGGUOAGUJIAZHIZHISHUA
4845,006350,ZJMSCIZGAGJZZSC,中金MSCI中国A股价值指数C,股票指数,ZHONGJINMSCIZHONGGUOAGUJIAZHIZHISHUC
4846,006351,ZJMSCIZGAGHLZSA,中金MSCI中国A股红利指数A,股票指数,ZHONGJINMSCIZHONGGUOAGUHONGLIZHISHUA
4847,006352,ZJMSCIZGAGHLZSC,中金MSCI中国A股红利指数C,股票指数,ZHONGJINMSCIZHONGGUOAGUHONGLIZHISHUC
4848,006353,DFHHXYXDKHHA,东方红核心优选定开混合A,混合型,DONGFANGHONGHEXINYOUXUANDINGKAIHUNHEA
4849,006354,GTMYJQLHPZHH,国泰民裕进取灵活配置混合,混合型,GUOTAIMINYUJINQULINGHUOPEIZHIHUNHE
4850,006355,HBXGDPC,华宝香港大盘C,股票指数,HUABAOXIANGGANGDAPANC
4851,006358,QHLHYSCZA,前海联合泳盛纯债A,债券型,QIANHAILIANHEYONGSHENGCHUNZHAIA
4852,006359,QHLHYSCZC,前海联合泳盛纯债C,债券型,QIANHAILIANHEYONGSHENGCHUNZHAIC
4853,006360,CTHYZDZZQA,财通鸿益中短债债券A,债券型,CAITONGHONGYIZHONGDUANZHAIZHAIQUANA
4854,006361,CTHYZDZZQC,财通鸿益中短债债券C,债券型,CAITONGHONGYIZHONGDUANZHAIZHAIQUANC
4855,006362,KSHHYJXHHA,凯石涵行业精选混合A,混合型,KAISHIHANHANGYEJINGXUANHUNHEA
4856,006363,JXSZJBM60ETFLJC,建信深证基本面60ETF联接C,联接基金,JIANXINSHENZHENGJIBENMIAN60ETFLIANJIEC
4857,006364,ZSFYHHA,招商丰韵混合A,混合型,ZHAOSHANGFENGYUNHUNHEA
4858,006365,ZSFYHHC,招商丰韵混合C,混合型,ZHAOSHANGFENGYUNHUNHEC
4859,006366,XYABYXHH,兴业安保优选混合,混合型,XINGYEANBAOYOUXUANHUNHE
4860,006367,JYYXCZZQA,交银裕祥纯债债券A,债券型,JIAOYINYUXIANGCHUNZHAIZHAIQUANA
4861,006368,JYYXCZZQC,交银裕祥纯债债券C,债券型,JIAOYINYUXIANGCHUNZHAIZHAIQUANC
4862,006369,HYYFGQZXSJHH,弘毅远方国企转型升级混合,混合型,HONGYIYUANFANGGUOQIZHUANXINGSHENGJIHUNHE
4863,006370,GFDZHJXHHMY,国富大中华精选混合美元,QDII,GUOFUDAZHONGHUAJINGXUANHUNHEMEIYUAN
4864,006371,CAXYHHA,长安鑫盈混合A,混合型,CHANGANXINYINGHUNHEA
4865,006372,CAXYHHC,长安鑫盈混合C,混合型,CHANGANXINYINGHUNHEC
4866,006373,GFQQKJHLHHRMB,国富全球科技互联混合人民币,QDII,GUOFUQUANQIUKEJIHULIANHUNHERENMINBI
4867,006374,GFQQKJHLHHMYXH,国富全球科技互联混合美元现汇,QDII,GUOFUQUANQIUKEJIHULIANHUNHEMEIYUANXIANHUI
4868,006377,GFQSDLHH,广发趋势动力混合,混合型,GUANGFAQUSHIDONGLIHUNHE
4869,006378,GFHH6GYDKZ,广发汇宏6个月定开债,定开债券,GUANGFAHUIHONG6GEYUEDINGKAIZHAI
4870,006381,HXHSETFLJC,华夏恒生ETF联接C,QDII-指数,HUAXIAHENGSHENGETFLIANJIEC
4871,006382,HXZZ500ETFLJC,华夏中证500ETF联接C,联接基金,HUAXIAZHONGZHENG500ETFLIANJIEC
4872,006383,ZSTYCZA,招商添盈纯债A,债券型,ZHAOSHANGTIANYINGCHUNZHAIA
4873,006384,ZSTYCZC,招商添盈纯债C,债券型,ZHAOSHANGTIANYINGCHUNZHAIC
4874,006385,HTBXYJZXA,华泰保兴研究智选A,混合型,HUATAIBAOXINGYANJIUZHIXUANA
4875,006386,HTBXYJZXC,华泰保兴研究智选C,混合型,HUATAIBAOXINGYANJIUZHIXUANC
4876,006387,BYATDZZQA,宝盈安泰短债债券A,债券型,BAOYINGANTAIDUANZHAIZHAIQUANA
4877,006388,BYATDZZQC,宝盈安泰短债债券C,债券型,BAOYINGANTAIDUANZHAIZHAIQUANC
4878,006389,JYTXZDZA,金鹰添祥中短债A,债券型,JINYINGTIANXIANGZHONGDUANZHAIA
4879,006390,JYTXZDZC,金鹰添祥中短债C,债券型,JINYINGTIANXIANGZHONGDUANZHAIC
4880,006392,ZXBCCXCZHH,中信保诚创新成长混合,混合型,ZHONGXINBAOCHENGCHUANGXINCHENGZHANGHUNHE
4881,006393,ZSTD3GYDKZA,招商添德3个月定开债A,定开债券,ZHAOSHANGTIANDE3GEYUEDINGKAIZHAIA
4882,006394,ZSTD3GYDKZC,招商添德3个月定开债C,定开债券,ZHAOSHANGTIANDE3GEYUEDINGKAIZHAIC
4883,006395,HXSZ50AHYXZSC,华夏上证50AH优选指数C,股票指数,HUAXIASHANGZHENG50AHYOUXUANZHISHUC
4884,006396,CXSLYXHHE,长信双利优选混合E,混合型,CHANGXINSHUANGLIYOUXUANHUNHEE
4885,006397,CXNXCZHHE,长信内需成长混合E,混合型,CHANGXINNEIXUCHENGZHANGHUNHEE
4886,006398,BYXYDQKFHHA,宝盈祥颐定期开放混合A,混合型,BAOYINGXIANGYIDINGQIKAIFANGHUNHEA
4887,006399,BYXYDQKFHHC,宝盈祥颐定期开放混合C,混合型,BAOYINGXIANGYIDINGQIKAIFANGHUNHEC
4888,006400,KSHHYLDHH,凯石泓行业轮动混合,混合型,KAISHIHONGHANGYELUNDONGHUNHE
4889,006401,XFLHYXHHA,先锋量化优选混合A,混合型,XIANFENGLIANGHUAYOUXUANHUNHEA
4890,006402,XFLHYXHHC,先锋量化优选混合C,混合型,XIANFENGLIANGHUAYOUXUANHUNHEC
4891,006403,YHRJZQC,银河睿嘉债券C,债券型,YINHERUIJIAZHAIQUANC
4892,006404,PYASSRDKZQ,浦银安盛盛融定开债券,定开债券,PUYINANSHENGSHENGRONGDINGKAIZHAIQUAN
4893,006405,HFHSCZZQA,华富恒盛纯债债券A,债券型,HUAFUHENGSHENGCHUNZHAIZHAIQUANA
4894,006406,HFHSCZZQC,华富恒盛纯债债券C,债券型,HUAFUHENGSHENGCHUNZHAIZHAIQUANC
4895,006408,HTFXFSJHH,汇添富消费升级混合,混合型,HUITIANFUXIAOFEISHENGJIHUNHE
4896,006409,FGZZGKHZA,富国中债国开行债A,债券指数,FUGUOZHONGZHAIGUOKAIHANGZHAIA
4897,006410,FGZZGKHZC,富国中债国开行债C,债券指数,FUGUOZHONGZHAIGUOKAIHANGZHAIC
4898,006411,ZJYZCZZQ,中加颐智纯债债券,债券型,ZHONGJIAYIZHICHUNZHAIZHAIQUAN
4899,006412,PAHJDKZ,平安合锦定开债,定开债券,PINGANHEJINDINGKAIZHAI
4900,006415,YHZDZCJRZDKZ,银华中短政策金融债定开债,定开债券,YINHUAZHONGDUANZHENGCEJINRONGZHAIDINGKAIZHAI
4901,006416,FZFBFLZQA,方正富邦丰利债券A,债券型,FANGZHENGFUBANGFENGLIZHAIQUANA
4902,006417,FZFBFLZQC,方正富邦丰利债券C,债券型,FANGZHENGFUBANGFENGLIZHAIQUANC
4903,006419,RBYSCYHHA,人保优势产业混合A,混合型,RENBAOYOUSHICHANYEHUNHEA
4904,006420,RBYSCYHHC,人保优势产业混合C,混合型,RENBAOYOUSHICHANYEHUNHEC
4905,006421,ZYHXZQ,中银弘享债券,债券型,ZHONGYINHONGXIANGZHAIQUAN
4906,006422,JHPWCZA,嘉合磐稳纯债A,债券型,JIAHEPANWENCHUNZHAIA
4907,006423,JHPWCZC,嘉合磐稳纯债C,债券型,JIAHEPANWENCHUNZHAIC
4908,006424,JHJCHHA,嘉合锦程混合A,混合型,JIAHEJINCHENGHUNHEA
4909,006425,JHJCHHC,嘉合锦程混合C,混合型,JIAHEJINCHENGHUNHEC
4910,006427,ZSTYCZA,招商添悦纯债A,债券型,ZHAOSHANGTIANYUECHUNZHAIA
4911,006428,ZSTYCZC,招商添悦纯债C,债券型,ZHAOSHANGTIANYUECHUNZHAIC
4912,006429,NAHXHH,诺安恒鑫混合,混合型,NUOANHENGXINHUNHE
4913,006430,KSLLTJJDKHH,凯石澜龙头经济定开混合,混合型,KAISHILANLONGTOUJINGJIDINGKAIHUNHE
4914,006431,HADLCZA,汇安鼎利纯债A,债券型,HUIANDINGLICHUNZHAIA
4915,006432,HADLCZC,汇安鼎利纯债C,债券型,HUIANDINGLICHUNZHAIC
4916,006433,PAXLHHC,平安鑫利混合C,混合型,PINGANXINLIHUNHEC
4917,006434,PH3GYZDZA,鹏华3个月中短债A,定开债券,PENGHUA3GEYUEZHONGDUANZHAIA
4918,006435,JSCCCXCZHH,景顺长城创新成长混合,混合型,JINGSHUNCHANGCHENGCHUANGXINCHENGZHANGHUNHE
4919,006436,PYASZDZA,浦银安盛中短债A,债券型,PUYINANSHENGZHONGDUANZHAIA
4920,006437,PYASZDZC,浦银安盛中短债C,债券型,PUYINANSHENGZHONGDUANZHAIC
4921,006438,BSYTETFLJA,博时央调ETF联接A,联接基金,BOSHIYANGDIAOETFLIANJIEA
4922,006439,BSYTETFLJC,博时央调ETF联接C,联接基金,BOSHIYANGDIAOETFLIANJIEC
4923,006440,ZXJTZZ500ZQA,中信建投中证500增强A,股票指数,ZHONGXINJIANTOUZHONGZHENG500ZENGQIANGA
4924,006441,ZXJTZZ500ZQC,中信建投中证500增强C,股票指数,ZHONGXINJIANTOUZHONGZHENG500ZENGQIANGC
4925,006442,DXPPJXHHC,东兴品牌精选混合C,混合型,DONGXINGPINPAIJINGXUANHUNHEC
4926,006443,YYYYZQA,永赢裕益债券A,债券型,YONGYINGYUYIZHAIQUANA
4927,006444,YYYYZQC,永赢裕益债券C,债券型,YONGYINGYUYIZHAIQUANC
4928,006445,HXQQJXARMB,华夏全球聚享A人民币,QDII,HUAXIAQUANQIUJUXIANGARENMINBI
4929,006446,HXQQJXAMYXH,华夏全球聚享A美元现汇,QDII,HUAXIAQUANQIUJUXIANGAMEIYUANXIANHUI
4930,006447,HXQQJXAMYXC,华夏全球聚享A美元现钞,QDII,HUAXIAQUANQIUJUXIANGAMEIYUANXIANCHAO
4931,006448,HXQQJXCRMB,华夏全球聚享C人民币,QDII,HUAXIAQUANQIUJUXIANGCRENMINBI
4932,006449,ZSHJLHJXHH,浙商汇金量化精选混合,混合型,ZHESHANGHUIJINLIANGHUAJINGXUANHUNHE
4933,006450,JSZYZQ,嘉实致盈债券,债券型,JIASHIZHIYINGZHAIQUAN
4934,006451,HFHDJQGKZA,华富恒定久期国开债A,债券指数,HUAFUHENGDINGJIUQIGUOKAIZHAIA
4935,006452,HFHDJQGKZC,华富恒定久期国开债C,债券指数,HUAFUHENGDINGJIUQIGUOKAIZHAIC
4936,006453,ZJRLCZZQA,中加瑞利纯债债券A,债券型,ZHONGJIARUILICHUNZHAIZHAIQUANA
4937,006454,ZJRLCZZQC,中加瑞利纯债债券C,债券型,ZHONGJIARUILICHUNZHAIZHAIQUANC
4938,006456,PH3GYZDZC,鹏华3个月中短债C,定开债券,PENGHUA3GEYUEZHONGDUANZHAIC
4939,006457,PAGZYSHHA,平安估值优势混合A,混合型,PINGANGUZHIYOUSHIHUNHEA
4940,006458,PAGZYSHHC,平安估值优势混合C,混合型,PINGANGUZHIYOUSHIHUNHEC
4941,006459,RBXYZQA,人保鑫裕增强A,债券型,RENBAOXINYUZENGQIANGA
4942,006460,RBXYZQC,人保鑫裕增强C,债券型,RENBAOXINYUZENGQIANGC
4943,006461,RBFZYNDQKFZQ,人保福泽一年定期开放债券,定开债券,RENBAOFUZEYINIANDINGQIKAIFANGZHAIQUAN
4944,006462,XDAYXQDDQKFHHC,信达澳银新起点定期开放混合C,混合型,XINDAAOYINXINQIDIANDINGQIKAIFANGHUNHEC
4945,006463,XDAYXZCDKHHC,信达澳银新征程定开混合C,混合型,XINDAAOYINXINZHENGCHENGDINGKAIHUNHEC
4946,006464,PYASPYCZA,浦银安盛普益纯债A,债券型,PUYINANSHENGPUYICHUNZHAIA
4947,006465,PYASPYCZC,浦银安盛普益纯债C,债券型,PUYINANSHENGPUYICHUNZHAIC
4948,006466,PYASSZZQZQA,浦银安盛双债增强债券A,债券型,PUYINANSHENGSHUANGZHAIZENGQIANGZHAIQUANA
4949,006467,PYASSZZQZQC,浦银安盛双债增强债券C,债券型,PUYINANSHENGSHUANGZHAIZENGQIANGZHAIQUANC
4950,006468,JSWLCZZQ,嘉实稳联纯债债券,债券型,JIASHIWENLIANCHUNZHAIZHAIQUAN
4951,006470,GYMBSYYNDKA,工银目标收益一年定开A,定开债券,GONGYINMUBIAOSHOUYIYINIANDINGKAIA
4952,006471,HRYDRXZQC,华润元大润鑫债券C,债券型,HUARUNYUANDARUNXINZHAIQUANC
4953,006473,ZSZZ15NJCKHA,招商中债1-5年进出口行A,债券指数,ZHAOSHANGZHONGZHAI15NIANJINCHUKOUHANGA
4954,006474,ZSZZ15NJCKHC,招商中债1-5年进出口行C,债券指数,ZHAOSHANGZHONGZHAI15NIANJINCHUKOUHANGC
4955,006475,GTJRCZZQ,国泰嘉睿纯债债券,债券型,GUOTAIJIARUICHUNZHAIZHAIQUAN
4956,006476,NFYYC,南方原油C,QDII,NANFANGYUANYOUC
4957,006477,ZYHGSJXHH,中邮沪港深精选混合,混合型,ZHONGYOUHUGANGSHENJINGXUANHUNHE
4958,006478,CSDYZCLYX,长盛多因子策略优选,股票型,CHANGSHENGDUOYINZICELUEYOUXUAN
4959,006479,GFNSDK100ZSC,广发纳斯达克100指数C,QDII-指数,GUANGFANASIDAKE100ZHISHUC
4960,006480,GFNSDK100MYXHC,广发纳斯达克100美元现汇C,QDII-指数,GUANGFANASIDAKE100MEIYUANXIANHUIC
4961,006481,HFTSQSDRZQA,海富通上清所短融债券A,债券指数,HAIFUTONGSHANGQINGSUODUANRONGZHAIQUANA
4962,006482,GFKZZZQA,广发可转债债券A,债券型,GUANGFAKEZHUANZHAIZHAIQUANA
4963,006483,GFKZZZQC,广发可转债债券C,债券型,GUANGFAKEZHUANZHAIZHAIQUANC
4964,006484,GFZZ13NGKZA,广发中债1-3年国开债A,债券指数,GUANGFAZHONGZHAI13NIANGUOKAIZHAIA
4965,006485,GFZZ13NGKZC,广发中债1-3年国开债C,债券指数,GUANGFAZHONGZHAI13NIANGUOKAIZHAIC
4966,006486,GFZZ1000ZSA,广发中证1000指数A,股票指数,GUANGFAZHONGZHENG1000ZHISHUA
4967,006487,GFZZ1000ZSC,广发中证1000指数C,股票指数,GUANGFAZHONGZHENG1000ZHISHUC
4968,006488,FRFK13NGKZCZA,富荣富开1-3年国开债纯债A,债券型,FURONGFUKAI13NIANGUOKAIZHAICHUNZHAIA
4969,006489,ZSTYCZA,招商添裕纯债A,债券型,ZHAOSHANGTIANYUCHUNZHAIA
4970,006490,ZSTYCZC,招商添裕纯债C,债券型,ZHAOSHANGTIANYUCHUNZHAIC
4971,006491,NF13NGKZA,南方1-3年国开债A,债券指数,NANFANG13NIANGUOKAIZHAIA
4972,006492,NF13NGKZC,南方1-3年国开债C,债券指数,NANFANG13NIANGUOKAIZHAIC
4973,006493,NF35NNFZA,南方3-5年农发债A,债券指数,NANFANG35NIANNONGFAZHAIA
4974,006494,NF35NNFZC,南方3-5年农发债C,债券指数,NANFANG35NIANNONGFAZHAIC
4975,006495,GLAZFYNDKZ,国联安增富一年定开债,定开债券,GUOLIANANZENGFUYINIANDINGKAIZHAI
4976,006496,YHAYDZZQA,银华安盈短债债券A,债券型,YINHUAANYINGDUANZHAIZHAIQUANA
4977,006497,YHAYDZZQC,银华安盈短债债券C,债券型,YINHUAANYINGDUANZHAIZHAIQUANC
4978,006498,ZKWTWSCZA,中科沃土沃盛纯债A,债券型,ZHONGKEWOTUWOSHENGCHUNZHAIA
4979,006499,ZKWTWSCZC,中科沃土沃盛纯债C,债券型,ZHONGKEWOTUWOSHENGCHUNZHAIC
4980,006500,JXRLZQZQA,建信润利增强债券A,债券型,JIANXINRUNLIZENGQIANGZHAIQUANA
4981,006501,JXRLZQZQC,建信润利增强债券C,债券型,JIANXINRUNLIZENGQIANGZHAIQUANC
4982,006502,CTJCDLCYGPA,财通集成电路产业股票A,股票型,CAITONGJICHENGDIANLUCHANYEGUPIAOA
4983,006503,CTJCDLCYGPC,财通集成电路产业股票C,股票型,CAITONGJICHENGDIANLUCHANYEGUPIAOC
4984,006504,GFHCDQKFZQ,广发汇承定期开放债券,定开债券,GUANGFAHUICHENGDINGQIKAIFANGZHAIQUAN
4985,006505,YYXYZQA,永赢祥益债券A,债券型,YONGYINGXIANGYIZHAIQUANA
4986,006506,YYXYZQC,永赢祥益债券C,债券型,YONGYINGXIANGYIZHAIQUANC
4987,006507,QHKYYZFOF,前海开源裕泽(FOF),混合-FOF,QIANHAIKAIYUANYUZEFOF
4988,006508,GLAZYYNDKZ,国联安增裕一年定开债,定开债券,GUOLIANANZENGYUYINIANDINGKAIZHAI
4989,006509,GLAZYCZA,国联安增盈纯债A,债券型,GUOLIANANZENGYINGCHUNZHAIA
4990,006510,GLAZYCZC,国联安增盈纯债C,债券型,GUOLIANANZENGYINGCHUNZHAIC
4991,006511,BDZYHHA,博道卓远混合A,混合型,BODAOZHUOYUANHUNHEA
4992,006512,BDZYHHC,博道卓远混合C,混合型,BODAOZHUOYUANHUNHEC
4993,006513,PYCXZQA,鹏扬淳享债券A,债券型,PENGYANGCHUNXIANGZHAIQUANA
4994,006514,PYCXZQC,鹏扬淳享债券C,债券型,PENGYANGCHUNXIANGZHAIQUANC
4995,006515,ZSHJDZE,浙商汇金短债E,债券型,ZHESHANGHUIJINDUANZHAIE
4996,006516,ZSHJDZA,浙商汇金短债A,债券型,ZHESHANGHUIJINDUANZHAIA
4997,006517,NFJYDZA,南方吉元短债A,债券型,NANFANGJIYUANDUANZHAIA
4998,006518,NFJYDZC,南方吉元短债C,债券型,NANFANGJIYUANDUANZHAIC
4999,006519,HADZZQA,汇安短债债券A,债券型,HUIANDUANZHAIZHAIQUANA
5000,006520,HADZZQC,汇安短债债券C,债券型,HUIANDUANZHAIZHAIQUANC
5001,006521,HADZZQE,汇安短债债券E,债券型,HUIANDUANZHAIZHAIQUANE
5002,006522,CTXXLCHHA,财通新兴蓝筹混合A,混合型,CAITONGXINXINGLANCHOUHUNHEA
5003,006523,CTXXLCHHC,财通新兴蓝筹混合C,混合型,CAITONGXINXINGLANCHOUHUNHEC
5004,006524,QHKYMSCIZGAGZSA,前海开源MSCI中国A股指数A,股票指数,QIANHAIKAIYUANMSCIZHONGGUOAGUZHISHUA
5005,006525,QHKYMSCIZGAGZSC,前海开源MSCI中国A股指数C,股票指数,QIANHAIKAIYUANMSCIZHONGGUOAGUZHISHUC
5006,006526,PHYXHBHH,鹏华优选回报混合,混合型,PENGHUAYOUXUANHUIBAOHUNHE
5007,006527,FGYZFZHHA,富国优质发展混合A,混合型,FUGUOYOUZHIFAZHANHUNHEA
5008,006528,FGYZFZHHC,富国优质发展混合C,混合型,FUGUOYOUZHIFAZHANHUNHEC
5009,006529,ZOJXLNCYQHHA,中欧匠心两年持有期混合A,混合型,ZHONGOUJIANGXINLIANGNIANCHIYOUQIHUNHEA
5010,006530,ZOJXLNCYQHHC,中欧匠心两年持有期混合C,混合型,ZHONGOUJIANGXINLIANGNIANCHIYOUQIHUNHEC
5011,006531,HTBRLHQDHHC,华泰柏瑞量化驱动混合C,混合型,HUATAIBAIRUILIANGHUAQUDONGHUNHEC
5012,006532,HTBRLHAEFC,华泰柏瑞量化阿尔法C,混合型,HUATAIBAIRUILIANGHUAAERFAC
5013,006533,YFDKRHH,易方达科融混合,混合型,YIFANGDAKERONGHUNHE
5014,006534,NYHLYSDQKFHH,农银汇理永盛定期开放混合,混合型,NONGYINHUILIYONGSHENGDINGQIKAIFANGHUNHE
5015,006535,HSQHHJYLA,恒生前海恒锦裕利A,混合型,HENGSHENGQIANHAIHENGJINYULIA
5016,006536,HSQHHJYLC,恒生前海恒锦裕利C,混合型,HENGSHENGQIANHAIHENGJINYULIC
5017,006537,HSQHGGTJXHH,恒生前海港股通精选混合,混合型,HENGSHENGQIANHAIGANGGUTONGJINGXUANHUNHE
5018,006538,DHHXJZ,东海核心价值,混合型,DONGHAIHEXINJIAZHI
5019,006539,NFYXJZHHC,南方优选价值混合C,混合型,NANFANGYOUXUANJIAZHIHUNHEC
5020,006540,NFJYCZHHC,南方绩优成长混合C,混合型,NANFANGJIYOUCHENGZHANGHUNHEC
5021,006541,NFCFJXHHC,南方成份精选混合C,混合型,NANFANGCHENGFENJINGXUANHUNHEC
5022,006542,CTHLZDZZQA,财通鸿利中短债债券A,债券型,CAITONGHONGLIZHONGDUANZHAIZHAIQUANA
5023,006543,CTHLZDZZQC,财通鸿利中短债债券C,债券型,CAITONGHONGLIZHONGDUANZHAIZHAIQUANC
5024,006544,PAHJCZZQ,平安惠聚纯债债券,债券型,PINGANHUIJUCHUNZHAIZHAIQUAN
5025,006545,XYZDZA,兴银中短债A,债券型,XINGYINZHONGDUANZHAIA
5026,006546,XYZDZC,兴银中短债C,债券型,XINGYINZHONGDUANZHAIC
5027,006547,HTHTSHHHA,红塔红土盛弘混合A,混合型,HONGTAHONGTUSHENGHONGHUNHEA
5028,006548,HTHTSHHHC,红塔红土盛弘混合C,混合型,HONGTAHONGTUSHENGHONGHUNHEC
5029,006549,GJHYCZA,国金惠盈纯债A,债券型,GUOJINHUIYINGCHUNZHAIA
5030,006551,ZGJZLHHH,中庚价值领航混合,混合型,ZHONGGENGJIAZHILINGHANGHUNHE
5031,006552,GFHX3GYDQKFZQ,广发汇兴3个月定期开放债券,定开债券,GUANGFAHUIXING3GEYUEDINGQIKAIFANGZHAIQUAN
5032,006553,GTRYHZZDZC,国投瑞银恒泽中短债C,债券型,GUOTOURUIYINHENGZEZHONGDUANZHAIC
5033,006554,HADYZQC,华安鼎益债券C,债券型,HUAANDINGYIZHAIQUANC
5034,006555,PYASQQZNKJQDII,浦银安盛全球智能科技(QDII),QDII,PUYINANSHENGQUANQIUZHINENGKEJIQDII
5035,006556,HFTYJJXHHC,海富通研究精选混合C,混合型,HAIFUTONGYANJIUJINGXUANHUNHEC
5036,006557,HFTYJJXHHA,海富通研究精选混合A,混合型,HAIFUTONGYANJIUJINGXUANHUNHEA
5037,006558,YYTYZQA,永赢通益债券A,债券型,YONGYINGTONGYIZHAIQUANA
5038,006559,YYTYZQC,永赢通益债券C,债券型,YONGYINGTONGYIZHAIQUANC
