,fund_code,short_name,name,fund_type,full_name
2414,003181,QHLHTLZQC,前海联合添利债券C,债券型,QIANHAILIANHETIANLIZHAIQUANC
2415,003182,HFHXHHA,华富弘鑫混合A,混合型,HUAFUHONGXINHUNHEA
2416,003183,HFHXHHC,华富弘鑫混合C,混合型,HUAFUHONGXINHUNHEC
2417,003184,ZZCTKCXFZ100ZSC,中证财通可持续发展100指数C,股票指数,ZHONGZHENGCAITONGKECHIXUFAZHAN100ZHISHUC
2418,003185,JXHBB,建信货币B,货币型,JIANXINHUOBIB
2419,003186,PHXADQKFHH,鹏华兴安定期开放混合,混合型,PENGHUAXINGANDINGQIKAIFANGHUNHE
2420,003187,JSAYHH,嘉实安益混合,混合型,JIASHIANYIHUNHE
2421,003188,BSJYCZZQA,博时聚源纯债债券A,债券型,BOSHIJUYUANCHUNZHAIZHAIQUANA
2422,003189,HTFBXHH,汇添富保鑫混合,混合型,HUITIANFUBAOXINHUNHE
2423,003190,CJHXXFZTGPA,创金合信消费主题股票A,股票型,CHUANGJINHEXINXIAOFEIZHUTIGUPIAOA
2424,003191,CJHXXFZTGPC,创金合信消费主题股票C,股票型,CHUANGJINHEXINXIAOFEIZHUTIGUPIAOC
2425,003192,CJHXZFCZ,创金合信尊丰纯债,债券型,CHUANGJINHEXINZUNFENGCHUNZHAI
2426,003193,CJHXZZCZ,创金合信尊智纯债,债券型,CHUANGJINHEXINZUNZHICHUNZHAI
2427,003194,HTFZZSHGQETFLJ,汇添富中证上海国企ETF联接,联接基金,HUITIANFUZHONGZHENGSHANGHAIGUOQIETFLIANJIE
2428,003195,GDYLCZA,光大永利纯债A,债券型,GUANGDAYONGLICHUNZHAIA
2429,003196,GDYLCZC,光大永利纯债C,债券型,GUANGDAYONGLICHUNZHAIC
2430,003197,GDACZQA,光大安诚债券A,债券型,GUANGDAANCHENGZHAIQUANA
2431,003198,GDACZQC,光大安诚债券C,债券型,GUANGDAANCHENGZHAIQUANC
2432,003199,CSSQYNZQA,长盛盛琪一年债券A,定开债券,CHANGSHENGSHENGQIYINIANZHAIQUANA
2433,003200,CSSQYNZQC,长盛盛琪一年债券C,定开债券,CHANGSHENGSHENGQIYINIANZHAIQUANC
2434,003204,CTSYZQZQC,财通收益增强债券C,债券型,CAITONGSHOUYIZENGQIANGZHAIQUANC
2435,003205,CTKZZZQC,财通可转债债券C,债券型,CAITONGKEZHUANZHAIZHAIQUANC
2436,003206,BSHXHB,博时合鑫货币,货币型,BOSHIHEXINHUOBI
2437,003207,BSFFCZ,博时富发纯债,债券型,BOSHIFUFACHUNZHAI
2438,003208,DXLHDCLHH,东兴量化多策略混合,混合型,DONGXINGLIANGHUADUOCELUEHUNHE
2439,003209,PHFDZQ,鹏华丰达债券,债券型,PENGHUAFENGDAZHAIQUAN
2440,003210,BSZZCZZQ,博时智臻纯债债券,债券型,BOSHIZHIZHENCHUNZHAIZHAIQUAN
2441,003213,ZYYXDQKFZQFQS,中银悦享定期开放债券发起式,定开债券,ZHONGYINYUEXIANGDINGQIKAIFANGZHAIQUANFAQISHI
2442,003214,YFDFHCZZQ,易方达富惠纯债债券,债券型,YIFANGDAFUHUICHUNZHAIZHAIQUAN
2443,003218,QHKYXHZQA,前海开源祥和债券A,债券型,QIANHAIKAIYUANXIANGHEZHAIQUANA
2444,003219,QHKYXHZQC,前海开源祥和债券C,债券型,QIANHAIKAIYUANXIANGHEZHAIQUANC
2445,003220,ZSHLCZZQ,浙商惠利纯债债券,债券型,ZHESHANGHUILICHUNZHAIZHAIQUAN
2446,003221,XHFLZQA,新华丰利债券A,债券型,XINHUAFENGLIZHAIQUANA
2447,003222,XHFLZQC,新华丰利债券C,债券型,XINHUAFENGLIZHAIQUANC
2448,003223,GFJFCZ,广发景丰纯债,债券型,GUANGFAJINGFENGCHUNZHAI
2449,003226,XCWJZQA,信诚稳健债券A,债券型,XINCHENGWENJIANZHAIQUANA
2450,003227,XCWJZQC,信诚稳健债券C,债券型,XINCHENGWENJIANZHAIQUANC
2451,003228,PYASRRXHBA,浦银安盛日日鑫货币A,货币型,PUYINANSHENGRIRIXINHUOBIA
2452,003229,PYASRRXHBB,浦银安盛日日鑫货币B,货币型,PUYINANSHENGRIRIXINHUOBIB
2453,003230,CJHXYLBJGPA,创金合信医疗保健股票A,股票型,CHUANGJINHEXINYILIAOBAOJIANGUPIAOA
2454,003231,CJHXYLBJGPC,创金合信医疗保健股票C,股票型,CHUANGJINHEXINYILIAOBAOJIANGUPIAOC
2455,003232,CJHXJRDCA,创金合信金融地产A,股票型,CHUANGJINHEXINJINRONGDICHANA
2456,003233,CJHXJRDCC,创金合信金融地产C,股票型,CHUANGJINHEXINJINRONGDICHANC
2457,003234,XCZLHHA,信诚至利混合A,混合型,XINCHENGZHILIHUNHEA
2458,003235,XCZLHHC,信诚至利混合C,混合型,XINCHENGZHILIHUNHEC
2459,003236,XCHYZQA,信诚惠盈债券A,债券型,XINCHENGHUIYINGZHAIQUANA
2460,003237,XCHYZQC,信诚惠盈债券C,债券型,XINCHENGHUIYINGZHAIQUANC
2461,003238,XHWYZZZTLHPZHH,新华外延增长主题灵活配置混合,混合型,XINHUAWAIYANZENGZHANGZHUTILINGHUOPEIZHIHUNHE
2462,003239,BSAQ6GYDKZA,博时安祺6个月定开债A,定开债券,BOSHIANQI6GEYUEDINGKAIZHAIA
2463,003240,BSAQ6GYDKZC,博时安祺6个月定开债C,定开债券,BOSHIANQI6GEYUEDINGKAIZHAIC
2464,003241,CJHXLHFXHHA,创金合信量化发现混合A,混合型,CHUANGJINHEXINLIANGHUAFAXIANHUNHEA
2465,003242,CJHXLHFXHHC,创金合信量化发现混合C,混合型,CHUANGJINHEXINLIANGHUAFAXIANHUNHEC
2466,003243,STMGZGSJRMB,上投摩根中国世纪人民币,QDII,SHANGTOUMOGENZHONGGUOSHIJIRENMINBI
2467,003244,STMGZGSJMYXC,上投摩根中国世纪美元现钞,QDII,SHANGTOUMOGENZHONGGUOSHIJIMEIYUANXIANCHAO
2468,003245,STMGZGSJMYXH,上投摩根中国世纪美元现汇,QDII,SHANGTOUMOGENZHONGGUOSHIJIMEIYUANXIANHUI
2469,003246,HTBRTTBHBA,华泰柏瑞天添宝货币A,货币型,HUATAIBAIRUITIANTIANBAOHUOBIA
2470,003252,DCTYJYXHBA,大成添益交易型货币A,货币型,DACHENGTIANYIJIAOYIXINGHUOBIA
2471,003253,DCTYJYXHBB,大成添益交易型货币B,货币型,DACHENGTIANYIJIAOYIXINGHUOBIB
2472,003254,QHKYDYZQA,前海开源鼎裕债券A,债券型,QIANHAIKAIYUANDINGYUZHAIQUANA
2473,003255,QHKYDYZQC,前海开源鼎裕债券C,债券型,QIANHAIKAIYUANDINGYUZHAIQUANC
2474,003258,BSFXCZZQA,博时富祥纯债债券A,债券型,BOSHIFUXIANGCHUNZHAIZHAIQUANA
2475,003259,BSJLCZZQ,博时聚利纯债债券,债券型,BOSHIJULICHUNZHAIZHAIQUAN
2476,003260,BSLFCZ,博时利发纯债,债券型,BOSHILIFACHUNZHAI
2477,003264,XHHQTLHBB,新华活期添利货币B,货币型,XINHUAHUOQITIANLIHUOBIB
2478,003265,ZSZKCZA,招商招坤纯债A,债券型,ZHAOSHANGZHAOKUNCHUNZHAIA
2479,003266,ZSZKCZC,招商招坤纯债C,债券型,ZHAOSHANGZHAOKUNCHUNZHAIC
2480,003267,XHYNBHBB,新华壹诺宝货币B,货币型,XINHUAYINUOBAOHUOBIB
2481,003268,BSYCCZ,博时悦楚纯债,债券型,BOSHIYUECHUCHUNZHAI
2482,003269,ZSZQ3GYDKZA,招商招乾3个月定开债A,定开债券,ZHAOSHANGZHAOQIAN3GEYUEDINGKAIZHAIA
2483,003270,ZSZQ3GYDKZC,招商招乾3个月定开债C,定开债券,ZHAOSHANGZHAOQIAN3GEYUEDINGKAIZHAIC
2484,003273,AXYFDKZQA,安信永丰定开债券A,定开债券,ANXINYONGFENGDINGKAIZHAIQUANA
2485,003274,AXYFDKZQC,安信永丰定开债券C,定开债券,ANXINYONGFENGDINGKAIZHAIQUANC
2486,003275,GLATLZZZA,国联安添利增长债A,债券型,GUOLIANANTIANLIZENGZHANGZHAIA
2487,003276,GLATLZZZC,国联安添利增长债C,债券型,GUOLIANANTIANLIZENGZHANGZHAIC
2488,003277,XCWRZQA,信诚稳瑞债券A,债券型,XINCHENGWENRUIZHAIQUANA
2489,003278,XCWRZQC,信诚稳瑞债券C,债券型,XINCHENGWENRUIZHAIQUANC
2490,003279,RTHGSZHSHLHPZHH,融通沪港深智慧生活灵活配置混合,混合型,RONGTONGHUGANGSHENZHIHUISHENGHUOLINGHUOPEIZHIHUNHE
2491,003280,PHFHZQ,鹏华丰恒债券,债券型,PENGHUAFENGHENGZHAIQUAN
2492,003281,GFHQBHBB,广发活期宝货币B,货币型,GUANGFAHUOQIBAOHUOBIB
2493,003282,XCZYLHPZHHA,信诚至裕灵活配置混合A,混合型,XINCHENGZHIYULINGHUOPEIZHIHUNHEA
2494,003283,XCZYLHPZHHC,信诚至裕灵活配置混合C,混合型,XINCHENGZHIYULINGHUOPEIZHIHUNHEC
2495,003284,ZYYYJKHH,中邮医药健康混合,混合型,ZHONGYOUYIYAOJIANKANGHUNHE
2496,003285,GSABAKCZZQ,国寿安保安康纯债债券,债券型,GUOSHOUANBAOANKANGCHUNZHAIZHAIQUAN
2497,003286,PAHXCZA,平安惠享纯债A,债券型,PINGANHUIXIANGCHUNZHAIA
2498,003287,ZXBCWYA,中信保诚稳益A,债券型,ZHONGXINBAOCHENGWENYIA
2499,003288,ZXBCWYC,中信保诚稳益C,债券型,ZHONGXINBAOCHENGWENYIC
2500,003289,CJHXZTCZZQ,创金合信尊泰纯债债券,债券型,CHUANGJINHEXINZUNTAICHUNZHAIZHAIQUAN
2501,003290,CCJWZQ,长城久稳债券,债券型,CHANGCHENGJIUWENZHAIQUAN
2502,003291,XDAYJKZGHH,信达澳银健康中国混合,混合型,XINDAAOYINJIANKANGZHONGGUOHUNHE
2503,003292,JSYSCZHH,嘉实优势成长混合,混合型,JIASHIYOUSHICHENGZHANGHUNHE
2504,003293,YFDKRHH,易方达科瑞混合,混合型,YIFANGDAKERUIHUNHE
2505,003295,NFAYHHA,南方安裕混合A,混合型,NANFANGANYUHUNHEA
2506,003297,ZSSZZQZQLOFE,招商双债增强债券(LOF)E,债券型,ZHAOSHANGSHUANGZHAIZENGQIANGZHAIQUANLOFE
2507,003298,JSWLCYGPA,嘉实物流产业股票A,股票型,JIASHIWULIUCHANYEGUPIAOA
2508,003299,JSWLCYGPC,嘉实物流产业股票C,股票型,JIASHIWULIUCHANYEGUPIAOC
2509,003300,HXYHHH,华夏圆和混合,混合型,HUAXIAYUANHEHUNHE
2510,003301,HXDRZQA,华夏鼎融债券A,债券型,HUAXIADINGRONGZHAIQUANA
2511,003302,HXDRZQC,华夏鼎融债券C,债券型,HUAXIADINGRONGZHAIQUANC
2512,003304,QHKYHGSHXZYHHA,前海开源沪港深核心资源混合A,混合型,QIANHAIKAIYUANHUGANGSHENHEXINZIYUANHUNHEA
2513,003305,QHKYHGSHXZYHHC,前海开源沪港深核心资源混合C,混合型,QIANHAIKAIYUANHUGANGSHENHEXINZIYUANHUNHEC
2514,003308,ZXJTRLA,中信建投睿利A,混合型,ZHONGXINJIANTOURUILIA
2515,003309,XYQYYNDKZA,兴业启元一年定开债A,定开债券,XINGYEQIYUANYINIANDINGKAIZHAIA
2516,003310,XYQYYNDKZC,兴业启元一年定开债C,定开债券,XINGYEQIYUANYINIANDINGKAIZHAIC
2517,003313,ZYRXDKZQ,中银睿享定开债券,定开债券,ZHONGYINRUIXIANGDINGKAIZHAIQUAN
2518,003314,ZSHNCZZQ,浙商惠南纯债债券,债券型,ZHESHANGHUINANCHUNZHAIZHAIQUAN
2519,003315,JSCCZCXJRZ,景顺长城政策性金融债,债券型,JINGSHUNCHANGCHENGZHENGCEXINGJINRONGZHAI
2520,003316,ZYZQXJGJHBA,中银证券现金管家货币A,货币型,ZHONGYINZHENGQUANXIANJINGUANJIAHUOBIA
2521,003317,ZYZQXJGJHBB,中银证券现金管家货币B,货币型,ZHONGYINZHENGQUANXIANJINGUANJIAHUOBIB
2522,003318,JSZZ500HYZXDBD,景顺中证500行业中性低波动,股票指数,JINGSHUNZHONGZHENG500HANGYEZHONGXINGDIBODONG
2523,003319,JXRFTLHHA,建信瑞丰添利混合A,混合型,JIANXINRUIFENGTIANLIHUNHEA
2524,003320,JXRFTLHHC,建信瑞丰添利混合C,混合型,JIANXINRUIFENGTIANLIHUNHEC
2525,003321,YFDYYCLRMB,易方达原油C类人民币,QDII,YIFANGDAYUANYOUCLEIRENMINBI
2526,003322,YFDYYALMYH,易方达原油A类美元汇,QDII,YIFANGDAYUANYOUALEIMEIYUANHUI
2527,003323,YFDYYCLMYH,易方达原油C类美元汇,QDII,YIFANGDAYUANYOUCLEIMEIYUANHUI
2528,003324,DFYX18GYDKZA,东方永兴18个月定开债A,定开债券,DONGFANGYONGXING18GEYUEDINGKAIZHAIA
2529,003325,DFYX18GYDKZC,东方永兴18个月定开债C,定开债券,DONGFANGYONGXING18GEYUEDINGKAIZHAIC
2530,003327,WJXJCZA,万家鑫璟纯债A,债券型,WANJIAXINJINGCHUNZHAIA
2531,003328,WJXJCZC,万家鑫璟纯债C,债券型,WANJIAXINJINGCHUNZHAIC
2532,003329,WJXACZZQA,万家鑫安纯债债券A,债券型,WANJIAXINANCHUNZHAIZHAIQUANA
2533,003330,WJXACZZQC,万家鑫安纯债债券C,债券型,WANJIAXINANCHUNZHAIZHAIQUANC
2534,003331,BSLZDKHH,博时乐臻定开混合,混合型,BOSHILEZHENDINGKAIHUNHE
2535,003332,NFRFHH,南方荣发混合,混合型,NANFANGRONGFAHUNHE
2536,003333,TXZXCZHH,泰信智选成长混合,混合型,TAIXINZHIXUANCHENGZHANGHUNHE
2537,003334,ZRRXSYA,中融融信双盈A,债券型,ZHONGRONGRONGXINSHUANGYINGA
2538,003335,ZRRXSYC,中融融信双盈C,债券型,ZHONGRONGRONGXINSHUANGYINGC
2539,003336,CJSYZQZQ,长江收益增强债券,债券型,CHANGJIANGSHOUYIZENGQIANGZHAIQUAN
2540,003337,NFYYDKZQFQSA,南方颐元定开债券发起式A,定开债券,NANFANGYIYUANDINGKAIZHAIQUANFAQISHIA
2541,003338,NFYYDKZQFQSC,南方颐元定开债券发起式C,定开债券,NANFANGYIYUANDINGKAIZHAIQUANFAQISHIC
2542,003341,GYRY18GYDKZ,工银瑞盈18个月定开债,定开债券,GONGYINRUIYING18GEYUEDINGKAIZHAI
2543,003343,PHHHLHPZHHA,鹏华弘惠灵活配置混合A,混合型,PENGHUAHONGHUILINGHUOPEIZHIHUNHEA
2544,003344,PHHHLHPZHHC,鹏华弘惠灵活配置混合C,混合型,PENGHUAHONGHUILINGHUOPEIZHIHUNHEC
2545,003345,AXXCZHHA,安信新成长混合A,混合型,ANXINXINCHENGZHANGHUNHEA
2546,003346,AXXCZHHC,安信新成长混合C,混合型,ANXINXINCHENGZHANGHUNHEC
2547,003349,CXWYCZ,长信稳益纯债,债券型,CHANGXINWENYICHUNZHAI
2548,003357,JSWXCZZQC,嘉实稳祥纯债债券C,债券型,JIASHIWENXIANGCHUNZHAIZHAIQUANC
2549,003358,YFDZZ710NGKZA,易方达中债7-10年国开债A,债券指数,YIFANGDAZHONGZHAI710NIANGUOKAIZHAIA
2550,003359,DC360HLWDSJ100C,大成360互联网+大数据100C,股票指数,DACHENG360HULIANWANGDASHUJU100C
2551,003360,QHKYRHZQA,前海开源瑞和债券A,债券型,QIANHAIKAIYUANRUIHEZHAIQUANA
2552,003361,QHKYRHZQC,前海开源瑞和债券C,债券型,QIANHAIKAIYUANRUIHEZHAIQUANC
2553,003363,CJLXHBA,长江乐享货币A,货币型,CHANGJIANGLEXIANGHUOBIA
2554,003364,CJLXHBB,长江乐享货币B,货币型,CHANGJIANGLEXIANGHUOBIB
2555,003365,CJLXHBC,长江乐享货币C,货币型,CHANGJIANGLEXIANGHUOBIC
2556,003366,ZSHJZZZXCZZS,浙商汇金中证转型成长指数,股票指数,ZHESHANGHUIJINZHONGZHENGZHUANXINGCHENGZHANGZHISHU
2557,003371,ZSZXCZA,招商招轩纯债A,债券型,ZHAOSHANGZHAOXUANCHUNZHAIA
2558,003372,ZSZXCZC,招商招轩纯债C,债券型,ZHAOSHANGZHAOXUANCHUNZHAIC
2559,003373,DCJLLHPZHHA,大成景禄灵活配置混合A,混合型,DACHENGJINGLULINGHUOPEIZHIHUNHEA
2560,003374,DCJLLHPZHHC,大成景禄灵活配置混合C,混合型,DACHENGJINGLULINGHUOPEIZHIHUNHEC
2561,003376,GFZZ710NGKZZSA,广发中债7-10年国开债指数A,债券指数,GUANGFAZHONGZHAI710NIANGUOKAIZHAIZHISHUA
2562,003377,GFZZ710NGKZZSC,广发中债7-10年国开债指数C,债券指数,GUANGFAZHONGZHAI710NIANGUOKAIZHAIZHISHUC
2563,003378,TKCLYXHH,泰康策略优选混合,混合型,TAIKANGCELUEYOUXUANHUNHE
2564,003379,XCZXHHA,信诚至选混合A,混合型,XINCHENGZHIXUANHUNHEA
2565,003380,XCZXHHC,信诚至选混合C,混合型,XINCHENGZHIXUANHUNHEC
2566,003382,MSJYXXZQA,民生加银鑫享债券A,债券型,MINSHENGJIAYINXINXIANGZHAIQUANA
2567,003383,MSJYXXZQC,民生加银鑫享债券C,债券型,MINSHENGJIAYINXINXIANGZHAIQUANC
2568,003384,JYTYCZZQ,金鹰添盈纯债债券,债券型,JINYINGTIANYINGCHUNZHAIZHAIQUAN
2569,003385,GYQQMYZARMB,工银全球美元债A人民币,QDII,GONGYINQUANQIUMEIYUANZHAIARENMINBI
2570,003386,GYQQMYZAMYXH,工银全球美元债A美元现汇,QDII,GONGYINQUANQIUMEIYUANZHAIAMEIYUANXIANHUI
2571,003387,GYQQMYZC,工银全球美元债C,QDII,GONGYINQUANQIUMEIYUANZHAIC
2572,003388,ZSZYBHBA,招商招益宝货币A,货币型,ZHAOSHANGZHAOYIBAOHUOBIA
2573,003389,ZSZYBHBB,招商招益宝货币B,货币型,ZHAOSHANGZHAOYIBAOHUOBIB
2574,003390,JXYNDK,江信一年定开,定开债券,JIANGXINYINIANDINGKAI
2575,003391,JXTTYHBA,建信天添益货币A,货币型,JIANXINTIANTIANYIHUOBIA
2576,003392,JXTTYHBB,建信天添益货币B,货币型,JIANXINTIANTIANYIHUOBIB
2577,003393,JXTTYHBC,建信天添益货币C,货币型,JIANXINTIANTIANYIHUOBIC
2578,003394,JXHAYNDKZ,建信恒安一年定开债,定开债券,JIANXINHENGANYINIANDINGKAIZHAI
2579,003395,AXZXCZ,安信尊享纯债,债券型,ANXINZUNXIANGCHUNZHAI
2580,003396,DFHYXHLHH,东方红优享红利混合,混合型,DONGFANGHONGYOUXIANGHONGLIHUNHE
2581,003397,YHTYWHLHPZHH,银华体育文化灵活配置混合,混合型,YINHUATIYUWENHUALINGHUOPEIZHIHUNHE
2582,003398,TPRRJHBA,太平日日金货币A,货币型,TAIPINGRIRIJINHUOBIA
2583,003399,TPRRJHBB,太平日日金货币B,货币型,TAIPINGRIRIJINHUOBIB
2584,003400,JXHRYNDKZ,建信恒瑞一年定开债,定开债券,JIANXINHENGRUIYINIANDINGKAIZHAI
2585,003401,GYKZZZQ,工银可转债债券,债券型,GONGYINKEZHUANZHAIZHAIQUAN
2586,003402,AXHQBHBA,安信活期宝货币A,货币型,ANXINHUOQIBAOHUOBIA
2587,003403,HSRFDZA,华商瑞丰短债A,债券型,HUASHANGRUIFENGDUANZHAIA
2588,003406,NFDYDKZQ,南方多元定开债券,定开债券,NANFANGDUOYUANDINGKAIZHAIQUAN
2589,003407,JSCCJTFLCZA,景顺长城景泰丰利纯债A,债券型,JINGSHUNCHANGCHENGJINGTAIFENGLICHUNZHAIA
2590,003408,JSCCJTFLCZC,景顺长城景泰丰利纯债C,债券型,JINGSHUNCHANGCHENGJINGTAIFENGLICHUNZHAIC
2591,003411,PHHKLHPZHHA,鹏华弘康灵活配置混合A,混合型,PENGHUAHONGKANGLINGHUOPEIZHIHUNHEA
2592,003412,PHHKLHPZHHC,鹏华弘康灵活配置混合C,混合型,PENGHUAHONGKANGLINGHUOPEIZHIHUNHEC
2593,003413,HTBRXJJHGSHH,华泰柏瑞新经济沪港深混合,混合型,HUATAIBAIRUIXINJINGJIHUGANGSHENHUNHE
2594,003416,ZSCJDSJGPA,招商财经大数据股票A,股票型,ZHAOSHANGCAIJINGDASHUJUGUPIAOA
2595,003417,ZJFZCZZQ,中加丰泽纯债债券,债券型,ZHONGJIAFENGZECHUNZHAIZHAIQUAN
2596,003418,HRYDRXZQA,华润元大润鑫债券A,债券型,HUARUNYUANDARUNXINZHAIQUANA
2597,003419,ZOHAYNDQKFZQ,中欧弘安一年定期开放债券,定开债券,ZHONGOUHONGANYINIANDINGQIKAIFANGZHAIQUAN
2598,003422,GSABTLHBA,国寿安保添利货币A,货币型,GUOSHOUANBAOTIANLIHUOBIA
2599,003423,GSABTLHBB,国寿安保添利货币B,货币型,GUOSHOUANBAOTIANLIHUOBIB
2600,003424,JXHFCZ,江信洪福纯债,债券型,JIANGXINHONGFUCHUNZHAI
2601,003425,JXTFA,江信添福A,债券型,JIANGXINTIANFUA
2602,003426,JXTFC,江信添福C,债券型,JIANGXINTIANFUC
2603,003427,JXHYYNDKZ,建信恒远一年定开债,定开债券,JIANXINHENGYUANYINIANDINGKAIZHAI
2604,003428,ZJFYYNDKZ,中加丰盈一年定开债,定开债券,ZHONGJIAFENGYINGYINIANDINGKAIZHAI
2605,003429,ZZXYZGDJXYZZS,中证兴业中高等级信用债指数,债券指数,ZHONGZHENGXINGYEZHONGGAODENGJIXINYONGZHAIZHISHU
2606,003430,XYZDZC,兴业中短债C,债券型,XINGYEZHONGDUANZHAIC
2607,003431,XYZDZA,兴业中短债A,债券型,XINGYEZHONGDUANZHAIA
2608,003432,XCZRLHPZA,信诚至瑞灵活配置A,混合型,XINCHENGZHIRUILINGHUOPEIZHIA
2609,003433,XCZRLHPZC,信诚至瑞灵活配置C,混合型,XINCHENGZHIRUILINGHUOPEIZHIC
2610,003434,BSXZLHPZHHA,博时鑫泽灵活配置混合A,混合型,BOSHIXINZELINGHUOPEIZHIHUNHEA
2611,003435,BSXZLHPZHHC,博时鑫泽灵活配置混合C,混合型,BOSHIXINZELINGHUOPEIZHIHUNHEC
2612,003438,ZSZYCZA,招商招怡纯债A,债券型,ZHAOSHANGZHAOYICHUNZHAIA
2613,003439,ZSZYCZC,招商招怡纯债C,债券型,ZHAOSHANGZHAOYICHUNZHAIC
2614,003440,ZSZXCZA,招商招享纯债A,债券型,ZHAOSHANGZHAOXIANGCHUNZHAIA
2615,003441,ZSZXCZC,招商招享纯债C,债券型,ZHAOSHANGZHAOXIANGCHUNZHAIC
2616,003442,ZSZH3GYDQKFZQA,招商招惠3个月定期开放债券A,定开债券,ZHAOSHANGZHAOHUI3GEYUEDINGQIKAIFANGZHAIQUANA
2617,003443,ZSZH3GYDQKFZQC,招商招惠3个月定期开放债券C,定开债券,ZHAOSHANGZHAOHUI3GEYUEDINGQIKAIFANGZHAIQUANC
2618,003445,ZJFXCZZQ,中加丰享纯债债券,债券型,ZHONGJIAFENGXIANGCHUNZHAIZHAIQUAN
2619,003446,YDRXA,英大睿鑫A,混合型,YINGDARUIXINA
2620,003447,YDRXC,英大睿鑫C,混合型,YINGDARUIXINC
2621,003448,ZSZHCZA,招商招华纯债A,债券型,ZHAOSHANGZHAOHUACHUNZHAIA
2622,003449,ZSZHCZC,招商招华纯债C,债券型,ZHAOSHANGZHAOHUACHUNZHAIC
2623,003450,ZSZXDKZA,招商招信定开债A,定开债券,ZHAOSHANGZHAOXINDINGKAIZHAIA
2624,003451,ZSZXDKZC,招商招信定开债C,定开债券,ZHAOSHANGZHAOXINDINGKAIZHAIC
2625,003452,ZSZSCZA,招商招盛纯债A,债券型,ZHAOSHANGZHAOSHENGCHUNZHAIA
2626,003453,ZSZSCZC,招商招盛纯债C,债券型,ZHAOSHANGZHAOSHENGCHUNZHAIC
2627,003454,ZSZTCZA,招商招通纯债A,债券型,ZHAOSHANGZHAOTONGCHUNZHAIA
2628,003455,ZSZTCZC,招商招通纯债C,债券型,ZHAOSHANGZHAOTONGCHUNZHAIC
2629,003456,XDAYXMBHH,信达澳银新目标混合,混合型,XINDAAOYINXINMUBIAOHUNHE
2630,003457,GTRTCZZQ,国泰润泰纯债债券,债券型,GUOTAIRUNTAICHUNZHAIZHAIQUAN
2631,003458,JSWHZQA,嘉实稳宏债券A,债券型,JIASHIWENHONGZHAIQUANA
2632,003459,JSWHZQC,嘉实稳宏债券C,债券型,JIASHIWENHONGZHAIQUANC
2633,003460,JSXJB,嘉实现金宝,货币型,JIASHIXIANJINBAO
2634,003461,JSWYCZZQ,嘉实稳元纯债债券,债券型,JIASHIWENYUANCHUNZHAIZHAIQUAN
2635,003465,PAJGJHBA,平安金管家货币A,货币型,PINGANJINGUANJIAHUOBIA
2636,003467,FRHBA,富荣货币A,货币型,FURONGHUOBIA
2637,003468,FRHBB,富荣货币B,货币型,FURONGHUOBIB
2638,003471,QHLHTX3GYKZA,前海联合添鑫3个月开债A,定开债券,QIANHAILIANHETIANXIN3GEYUEKAIZHAIA
2639,003472,QHLHTX3GYKZC,前海联合添鑫3个月开债C,定开债券,QIANHAILIANHETIANXIN3GEYUEKAIZHAIC
2640,003473,NFTTLHBA,南方天天利货币A,货币型,NANFANGTIANTIANLIHUOBIA
2641,003474,NFTTLHBB,南方天天利货币B,货币型,NANFANGTIANTIANLIHUOBIB
2642,003475,QHLHHS300ZSA,前海联合沪深300指数A,股票指数,QIANHAILIANHEHUSHEN300ZHISHUA
2643,003476,NFAYHH,南方安颐混合,混合型,NANFANGANYIHUNHE
2644,003478,MSJYTYBHBA,民生加银腾元宝货币A,货币型,MINSHENGJIAYINTENGYUANBAOHUOBIA
2645,003479,CTZGXGJHBA,财通资管鑫管家货币A,货币型,CAITONGZIGUANXINGUANJIAHUOBIA
2646,003480,CTZGXGJHBB,财通资管鑫管家货币B,货币型,CAITONGZIGUANXINGUANJIAHUOBIB
2647,003481,GDYQBHBB,光大耀钱包货币B,货币型,GUANGDAYAOQIANBAOHUOBIB
2648,003482,JYTXBHBA,交银天鑫宝货币A,货币型,JIAOYINTIANXINBAOHUOBIA
2649,003483,JYTXBHBE,交银天鑫宝货币E,货币型,JIAOYINTIANXINBAOHUOBIE
2650,003484,JYXYHHA,金鹰鑫益混合A,混合型,JINYINGXINYIHUNHEA
2651,003485,JYXYHHC,金鹰鑫益混合C,混合型,JINYINGXINYIHUNHEC
2652,003486,PAHLCZA,平安惠隆纯债A,债券型,PINGANHUILONGCHUNZHAIA
2653,003487,PAHRCZ,平安惠融纯债,债券型,PINGANHUIRONGCHUNZHAI
2654,003493,SWLXAXYXHHA,申万菱信安鑫优选混合A,混合型,SHENWANLINGXINANXINYOUXUANHUNHEA
2655,003494,FGTHCZHHC,富国天惠成长混合C,混合型,FUGUOTIANHUICHENGZHANGHUNHEC
2656,003495,PHHSLHPZHHA,鹏华弘尚灵活配置混合A,混合型,PENGHUAHONGSHANGLINGHUOPEIZHIHUNHEA
2657,003496,PHHSLHPZHHC,鹏华弘尚灵活配置混合C,混合型,PENGHUAHONGSHANGLINGHUOPEIZHIHUNHEC
2658,003497,YHTZDKZ,银华添泽定开债,定开债券,YINHUATIANZEDINGKAIZHAI
2659,003498,QHLHTHCZA,前海联合添和纯债A,债券型,QIANHAILIANHETIANHECHUNZHAIA
2660,003499,QHLHTHCZC,前海联合添和纯债C,债券型,QIANHAILIANHETIANHECHUNZHAIC
